new,host,ttl,a,soa,status_code,cname,mx,ns,txt
,esp.tube8.com,3600,66.254.114.239,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,fr-stage.tube8.com,300,,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
,fr-stage10.tube8.com,10800,66.254.114.192,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
,fr-stage11.tube8.com,180,,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
,fr-stage12.tube8.com,10800,66.254.114.192,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,fr-stage13.tube8.com,10800,66.254.114.192,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
,fr-stage14.tube8.com,3600,66.254.114.192,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,fr-stage15.tube8.com,3600,66.254.114.230,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,fr-stage17.tube8.com,2823,66.254.114.230,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,fr-stage2.tube8.com,2200,66.254.114.230,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
,fr-stage27.tube8.com,1865,66.254.114.230,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
,fr-stage4.tube8.com,3600,66.254.114.230,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,fr-stage5.tube8.com,1181,66.254.114.230,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,fr-stage6.tube8.com,180,,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
,fr-stage7.tube8.com,3600,66.254.114.230,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,fr-stage8.tube8.com,10800,66.254.114.192,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,fr-stage9.tube8.com,267,66.254.114.192,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
,fr.stage.tube8.com,10800,66.254.114.230,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,stage.tube8.com,smtp-scan01.mx.reflected.net,,
,fr.tube8.com,10800,,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,"www.tube8.com, tube8.com",,,"google-site-verification=9JF2L7jmUd016RETNXpuprGJOtI1G2mQEWq4MAb8ke8, aa95eb9b10854dc0a810f84635588265, google-site-verification=OSXSoDOD28ezOtDjeZMSTT8grLsWbih6bY2uocInmQ0, yandex-verification:2cad523403fd7c21, k8cqvxjkc3n8mqxv3v477ylg9kg1rwvb, google-site-verification=blLuydR6SyPDRjMW1CNL9hgBJdCi6xUi31tv6RikI-I, xy9bnkbvvjfh58j6t6ndcqcvh5ncdvgh, google-site-verification=IoTvOowXUbXMnMH-enL-w-bpnE3QOuZuGxRDp983H5A, v=spf1 mx ip4:162.211.96.66 ip4:162.211.96.67 include:spf-002a0701.pphosted.com a:smtp-out.reflected.net a:devilrays-out.reflected.net include:spf.protection.outlook.com include:mail.zendesk.com ~all, ms=ms19124595, google-site-verification=a8wEwHau1B-D2RW0pc6laL5E8x9c7AE_iraw-rN_JIQ, google-site-verification=z8tIVkVnOtv3Ob-dISurUQnsxHWqR7Uf7s887Dj3uKU, google-site-verification=SCAW7Z50wTxxlVhi4kgL_cymdFqxh4ocb5fL08iH-Ys, sctqjcwpcm9141zlx64rgjydx1c2yktn"
,gui.mobile.tube8.com,3600,,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,ht.tube8.com,3600,216.18.168.30,"{'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}",NOERROR,,,,
,hubxt.tube8.com,2795,62.212.83.1,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
,it-stage10.tube8.com,10800,66.254.114.192,"{'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'tube8.com', 'ns': 'ns10.digicertdns.com', 'mailbox': 'dns.digicertdns.com', 'serial': 2009010132, 'refresh': 43200, 'retry': 3600, 'expire': 1209600, 'minttl': 180}, {'name': 'tube8.com', 'ns': 'sdns3.ultradns.net', 'mailbox': 'dns.mindgeek.com', 'serial': 2014033612, 'refresh': 10800, 'retry': 900, 'expire': 604800, 'minttl': 86400}",NOERROR,,,,
