input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,csp_domains_,tls_mismatched
repo.nordvpn.com,403 Forbidden,403,155,repo.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,repo.nordvpn.com,cloudflare,443,https://repo.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.50.74,/,718397587,104.17.49.74,HTTP/3,8,False,True,,,,
sentry.io,Application Performance Monitoring & Error Tracking Software | Sentry,200,327998,sentry.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-03T00:00:00Z,2023-07-04T23:59:59Z,"CN=sentry.io, O=Sentry, L=San Francisco, ST=California, C=US",sentry.io,docs.getsentry.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6b174547e8f703712daa649b8a08a4bd,de3519d9d81936d595ed94c7d2ffbda0e48bf16e4f3c4e3465091448ea8865c9,,ctls,sentry.io,google,443,https://sentry.io:443,https,nginx,text/html,GET,35.188.42.15,/,-1840324437,35.188.42.15,webpack,72,False,True,Sentry,https://sentry.io/welcome/,calendly.com,
ssl.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://ssl.google-analytics.com:443,https,sffe,text/html,GET,142.250.185.104,/,302920777,2a00:1450:4001:812::2008,HTTP/3,1831,False,,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
ssr.nordvpn.com,,403,16,ssr.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T02:39:49Z,2023-06-29T02:39:48Z,CN=ssr.nordvpn.com,ssr.nordvpn.com,ssr.nordvpn.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21365efa5f0098d88222bc4330c4a749,901c7a435524668f1983b3a8a6aa80ce3ca98898d595d877fe4050efe853b9ae,,ctls,ssr.nordvpn.com,cloudflare,443,https://ssr.nordvpn.com:443,https,cloudflare,text/plain,GET,104.17.50.74,/,1253481126,104.17.49.74,HTTP/3,1,False,True,,,,
static.intercomassets.com,,403,243,static.intercomassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-18T00:00:00Z,2024-06-15T23:59:59Z,CN=intercomassets.com,intercomassets.com,*.intercomassets.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0540d6f5bcfcfbbf2a120c8d4db51412,7c1d6394c1895b50bb47b60d885e64a57dd583371e28930f6aaa3dc89ecaaba2,True,ctls,static.intercomassets.com,cloudfront,443,https://static.intercomassets.com:443,https,AmazonS3,application/xml,GET,13.225.78.101,/,-2078218183,13.225.78.67,HTTP/3,2,False,True,,,,
stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://stats.g.doubleclick.net:443,https,sffe,text/html,GET,108.177.15.155,/,302920777,2a00:1450:400c:c0b::9a,HTTP/3,1831,False,,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
support.nordvpn.com,"Live Chat, VPN Setup, Troubleshooting | NordVPN Customer Support",200,126047,support.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,support.nordvpn.com,cloudflare,443,https://support.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.49.74,/,-1840324437,104.17.50.74,HTTP/3,679,False,True,,,,
tp.nordvpn.com,,404,24,tp.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,tp.nordvpn.com,cloudflare,443,https://tp.nordvpn.com:443,https,cloudflare,application/json,GET,104.17.50.74,/,849111655,104.17.49.74,HTTP/3,2,False,True,,,,
tracy.nordvpn.com,,404,34,tracy.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,tracy.nordvpn.com,cloudflare,443,https://tracy.nordvpn.com:443,https,cloudflare,application/json,GET,104.17.49.74,/,-741073012,104.17.50.74,HTTP/3,2,False,True,,,,
translate.google.com,Google Translate,200,1169063,translate.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,translate.google.com,,443,https://translate.google.com:443,https,ESF,text/html,GET,142.250.184.238,/,-246964991,2a00:1450:4001:82a::200e,HTTP/3,313,False,,,https://translate.google.com/?ucbcb=1,https:,
translate.googleapis.com,Error 404 (Not Found)!!1,404,1561,translate.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,f5e19b0c15918f4e4bcfa456133d1ad7,2d3b52058a876e74ebd8c6b8f539d46ff307058680fed77df5bfad75473dab9c,True,ctls,translate.googleapis.com,,443,https://translate.googleapis.com:443,https,ESF,text/html,GET,172.217.18.10,/,302920777,2a00:1450:4001:829::200a,HTTP/3,12,False,,,,,
translations.nordvpn.com,403 Forbidden,403,139,translations.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,translations.nordvpn.com,cloudflare,443,https://translations.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.49.74,/,737866699,104.17.50.74,HTTP/3,8,False,True,,,,
turbocache.nordvpn.com,Error ・ Cloudflare Access,403,20903,turbocache.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T16:34:08Z,2023-08-08T16:34:07Z,CN=nordvpn.com,nordvpn.com,turbocache.nordvpn.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,5044e08d904660c2f8f9ac3e933ba67b,5de6d767703d6870da25619f50ebb1f6d16e0f1b35c11ac05ee33733b7424f20,,ctls,turbocache.nordvpn.com,cloudflare,443,https://turbocache.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.49.74,/,1488623032,104.17.50.74,HTTP/3,69,False,True,,,,
ucp.nordvpn.com,Nord Account,200,806051,my.nordaccount.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T12:55:24Z,2024-03-31T12:55:23Z,CN=*.nordaccount.com,*.nordaccount.com,nordaccount.com,"CN=AlphaSSL CA - SHA256 - G4, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G4,GlobalSign nv-sa,9dad452e50e44b9f0b0214e1cd074989,c37e06f3e8113977b6f4dfbd432f8f53dad2e3a561ec2b8a8926652a85b4cb6a,True,ctls,my.nordaccount.com,cloudflare,443,https://ucp.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.50.74,/,-1876499518,104.17.49.74,PHP,24,False,True,,https://my.nordaccount.com/,,
unpkg.com,UNPKG,200,48308,unpkg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,unpkg.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d2180f42b32f1bf55d39848509cb9549,f094d5991fd0980a4c88c972189e635efa57e3e063571796693a930c4d4e34e2,True,ctls,unpkg.com,cloudflare,443,https://unpkg.com:443,https,cloudflare,text/html,GET,104.16.122.175,/,-1600385492,2606:4700::6810:7baf,HSTS,69,False,True,"Cloudflare, Inc.",,,
uploads.intercomcdn.com,,403,243,uploads.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-01-29T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f95b60c97316f403728b1c96679e6b5b,710d11668eee2865e5441f7650219a51966fefbff87b50788ddb8e9b444fa9a2,True,ctls,uploads.intercomcdn.com,cloudfront,443,https://uploads.intercomcdn.com:443,https,AmazonS3,application/xml,GET,13.32.121.57,/,-798639660,13.32.121.15,HTTP/3,2,False,True,,,,
verizon.nordvpn.com,403 Forbidden,403,145,verizon.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,verizon.nordvpn.com,cloudflare,443,https://verizon.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.49.74,/,-271260847,104.17.50.74,HSTS,14,False,True,,,,
visit.nordvpn.com,The best online VPN service for speed and security | NordVPN,200,383478,nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,nordvpn.com,cloudflare,443,https://visit.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.49.74,/,961782758,104.17.50.74,WordPress,211,False,True,,https://nordvpn.com?utm_medium=affiliate&utm_term&utm_content&utm_campaign=off&utm_source=aff,,
www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118519,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.185.78,/,302920777,2a00:1450:4001:809::200e,HTTP/3,1831,False,,,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,
www.google.com,Google,200,204150,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,,443,https://www.google.com:443,https,gws,text/html,GET,142.250.186.36,/,708578229,2a00:1450:4001:829::2004,HTTP/3,136,False,,,,https://csp.withgoogle.com/csp/gws/other-hp,
www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,142.250.186.72,/,302920777,2a00:1450:4001:828::2008,HTTP/3,12,False,,,,,True
www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,www.gstatic.com,,443,https://www.gstatic.com:443,https,sffe,text/html,GET,142.250.184.227,/,302920777,2a00:1450:4001:809::2003,HTTP/3,12,False,,,,,
www.intercom-reporting.com,,200,570,www.intercom-reporting.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-10T23:59:59Z,CN=intercom-reporting.com,intercom-reporting.com,*.intercom-reporting.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2e66d78b6c7a6e62ff15ae833b9e4aaf,cb1351a625065b6bee60ce3130fc5f59f3e82a92e5e29ee115e03419aa2c2820,True,ctls,www.intercom-reporting.com,cloudfront,443,https://www.intercom-reporting.com:443,https,AmazonS3,text/html,GET,18.66.147.104,/,1279016477,2600:9000:225e:ec00:a:f457:14c0:93a1,HTTP/3,17,False,True,,https://www.intercom-reporting.com/sentry/index.html,,
www.nordvpn.com,The best online VPN service for speed and security | NordVPN,200,342426,nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,nordvpn.com,cloudflare,443,https://www.nordvpn.com:443,https,cloudflare,text/html,GET,104.17.50.74,/,-476454734,104.17.49.74,WordPress,238,False,True,,https://nordvpn.com/,,
www.youtube.com,YouTube,200,308163,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,True,ctls,m.youtube.com,,443,https://www.youtube.com:443,https,ESF,text/html,GET,142.250.186.110,/,1179099333,2a00:1450:4001:82b::200e,HTTP/3,13,False,,,https://m.youtube.com/,,True
zendesk.nordvpn.com,,403,16,zendesk.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,zendesk.nordvpn.com,cloudflare,443,https://zendesk.nordvpn.com:443,https,cloudflare,text/plain,GET,104.16.51.111,/,1310216689,104.16.53.111,HTTP/3,1,False,True,,,,
zendesk2.nordvpn.com,,403,16,zendesk2.nordvpn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-12T08:18:31Z,2023-10-14T08:18:30Z,CN=*.nordvpn.com,*.nordvpn.com,nordvpn.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,f76ec84f657e6957425ae5312fc48c18,75277e580bb0930d19751223e2d070fb9e3afd046b9a69b1207eedbc576b02a6,True,ctls,zendesk2.nordvpn.com,cloudflare,443,https://zendesk2.nordvpn.com:443,https,cloudflare,text/plain,GET,162.159.138.6,/,1310216689,162.159.128.7,HTTP/3,1,False,True,,,,
