new,host,a,aaaa,soa,status_code,cdn,cdn-name,txt,mx,cname,ns,caa,has_internal_ips,internal_ips
,hexrff523-hxdmz-agent-1.helix.apps.fireeye.com,34.215.109.111,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexrqz885-hx-webui-1.hex03.helix.apps.fireeye.com,"54.93.160.203, 52.58.67.26",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,hexrqz885-appliance-alb-2012479085.eu-central-1.elb.amazonaws.com,,,,
,hexryj375-hx-webui-1.hex01.helix.apps.fireeye.com,"52.1.92.223, 18.235.144.168",,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,hexryj375-appliance-alb-825413218.us-east-1.elb.amazonaws.com,,,,
,hexsbq946-hxdmz.helix.apps.fireeye.com,35.167.7.183,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexsff293-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,34.200.132.107,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexshj633.access.dxb.selabs.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,hexsjb573-hxdmz-ssh-1.helix.apps.fireeye.com,35.164.87.182,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1028.awsdns-00.org, ns-1701.awsdns-20.co.uk, ns-199.awsdns-24.com, ns-553.awsdns-05.net",,,
,hexsqv264-hx-webui-1.hex05.helix.apps.fireeye.com,"54.65.43.167, 18.177.61.250",,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,hexsqv264-hx-alb-1896740751.ap-northeast-1.elb.amazonaws.com,,,,
,hextdd425-hx-agent-1.hex01.helix.apps.fireeye.com,34.197.252.134,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hextdg424-cms-webui.hex01.helix.apps.fireeye.com,"18.207.91.78, 3.85.65.6",,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,hextdg424-appliance-alb-986597647.us-east-1.elb.amazonaws.com,,,,
,hextfc243-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hextfc643-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,18.204.120.217,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexths879-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hextnm354-hxdmz-ssh-1.helix.apps.fireeye.com,52.33.49.78,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hextpj883-hx-agent-1.hex01.helix.apps.fireeye.com,,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hextrk686-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,34.225.146.117,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexvdd994-hx-webui-1.hex01.helix.apps.fireeye.com,"54.158.250.165, 34.229.34.67",,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,hexvdd994-appliance-alb-153729512.us-east-1.elb.amazonaws.com,,,,
,hexvny522-hx-webui-1.hex03.helix.apps.fireeye.com,"18.185.167.144, 3.77.111.109",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,hexvny522-hx-alb-1351560703.eu-central-1.elb.amazonaws.com,,,,
,hexvqs438-hx-webui-1.hex01.helix.apps.fireeye.com,"3.224.120.200, 44.214.207.220",,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,hexvqs438-appliance-alb-1663786605.us-east-1.elb.amazonaws.com,,,,
,hexvtz769-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,35.172.242.223,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexvwd324-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,35.171.48.252,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexwgp859-hxdmz-agent-1.helix.apps.fireeye.com,34.215.100.154,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexwtv635-hxdmz-ssh-1.hex03.helix.apps.fireeye.com,,,,NOERROR,,,,,,,,,
,hexwvm926-hxdmz-ssh-1.helix.apps.fireeye.com,,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexwzw995-hx-webui-1.hex07.helix.apps.fireeye.com,"99.79.154.190, 35.182.191.102",,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,hexwzw995-hx-alb-923664817.ca-central-1.elb.amazonaws.com,,,,
,hexzdm346-hx-webui-1.access.dxb.selabs.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,hexzfs858-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,18.208.5.107,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexzgc592-hxdmz.helix.apps.fireeye.com,35.163.223.36,,"ns-553.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexzhq688-hx-ssh-2.hex03.helix.apps.fireeye.com,,,"ns-1287.awsdns-32.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexzkg979-hxdmz-ssh-1.access.sfo.selabs.fireeye.com,,2606:4700:300b::a29f:f67d,,NOERROR,True,cloudflare,,,,,,,
,hexzpk455-cms-webui.hex03.helix.apps.fireeye.com,"18.198.63.123, 18.156.188.196",,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,hexzpk455-cms-alb-565606040.eu-central-1.elb.amazonaws.com,,,,
,hexzsv993-hx-agent-2.hex01.helix.apps.fireeye.com,54.91.88.76,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,hexzwp866-hx-webui-1.hex07.helix.apps.fireeye.com,"35.182.9.237, 3.98.83.40",,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,hexzwp866-hx-alb-997938404.ca-central-1.elb.amazonaws.com,,,,
,horizon.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,hostmgmt.docs.endpoint.fireeye.com,"185.199.111.153, 185.199.110.153, 185.199.108.153, 185.199.109.153","2606:50c0:8000::153, 2606:50c0:8002::153, 2606:50c0:8001::153, 2606:50c0:8003::153","dns1.p05.nsone.net, hostmaster.nsone.net, ns-1622.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,fireeye-core.github.io,,"digicert.com, letsencrypt.org",,
,hp.mddemo.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,hx-pilot.fireeye.com,199.16.199.50,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,hx01.access.tyo.selabs.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,hx01.p.sjc.training.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,hx03.access.ork.selabs.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,hxd.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,hxtool.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,hxtool.a.staging.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,hxtool.staging.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ia-dev.p.sjc.training.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ia01.p.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,iad-engvpn01.eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,iad-vpn.fireeye.com,199.16.199.10,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ibcm.fireeye.com,199.16.198.216,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ibus-staging.eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ibus.eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,iconnect.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,iconnect.glb.fireeye.com,"10.35.100.51, 10.24.19.51",,"SJC1-B1-F1M1-GTM1.fireeye.com, hostmaster.SJC1-B1-F1M1-GTM1.fireeye.com",NOERROR,,,,,,,,True,"10.35.100.51, 10.24.19.51"
,identity.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,identity.my.fireeye.com,"65.9.95.19, 65.9.95.98, 65.9.95.107, 65.9.95.96",,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,idp-feiam-qa00.iam.apps.fireeye.com,"35.167.93.123, 52.36.20.184",,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,feiam-qa00-gateway-elb-648618198.us-west-2.elb.amazonaws.com,,,,
,idp-iam-int.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,idp-iam-stg.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,idp.ap.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,idp.eu.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,idp.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,idp.us.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,ignite.fireeye.com,,,"ns-1643.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,fireyeupgradeprod65-1.adobecqms.net,,,,
,illuminator.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,images.apps.fireeye.com,"18.66.112.79, 18.66.112.114, 18.66.112.15, 18.66.112.11",,"ns-1246.awsdns-27.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-1246.awsdns-27.org, ns-1562.awsdns-03.co.uk, ns-774.awsdns-32.net, ns-97.awsdns-12.com",,,
,infra-drone.try.sre.apps.fireeye.com,,,"ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"heritage=external-dns,external-dns/owner=Z0113769DBNXLXSZAFRW,external-dns/resource=ingress/infra-drone/drone",,,,,,
,ingest.apps.fireeye.com,,,"ns-1671.awsdns-16.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-109.awsdns-13.com, ns-569.awsdns-07.net, ns-1671.awsdns-16.co.uk, ns-1040.awsdns-02.org",,,
,int.helix.apps.fireeye.com,,,"ns-971.awsdns-57.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,intelapi.use1.services.fireeye.com,"52.6.32.86, 34.199.168.183",,"ns-1273.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,intelcontext.fireeye.com,199.36.136.56,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,intelligence.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,internal.fireeye.com,204.93.79.191,,"ns-690.awsdns-22.net, awsdns-hostmaster.amazon.com",NOERROR,,,,mx1-in.phx1.jivehosted.com,fireeye-int.hosted.jivesoftware.com,"ns-1026.awsdns-00.org, ns-1979.awsdns-55.co.uk, ns-308.awsdns-38.com, ns-690.awsdns-22.net",,,
,intranet.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,investors.fireeye.com,"162.159.129.11, 162.159.130.11","2606:4700:7::a29f:810b, 2606:4700:7::a29f:820b","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,"fireeye2021ir-farm.q4web.com, webfarm-31002.q4web.com, webfarm-300.q4web.com, cloudflare.cdn.web.prd.q4inc.com, cloudflare.cdn.web.prd.q4inc.com.cdn.cloudflare.net",,,,
,invotasdev.fireeye.com,199.16.199.16,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,invsvc.fireeye.com,199.16.198.237,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,sjc1-duoprxy01.infosec.fireeye.com,,,,
,ircrvv2829-hx-agent-1.hex01.helix.apps.fireeye.com,54.167.184.52,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,irrkmw6448-hxdmz-ssh-1.hex01.helix.apps.fireeye.com,,,,NOERROR,,,,,,,,,
,irtjpp2639-hx-agent-1.hex01.helix.apps.fireeye.com,54.145.51.5,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,irwwfg5349-hx-webui-1.hex01.helix.apps.fireeye.com,"34.231.12.135, 54.89.45.246",,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,irwwfg5349-appliance-alb-1520433868.us-east-1.elb.amazonaws.com,,,,
,iryhwf7238-hx-agent-1.hex01.helix.apps.fireeye.com,3.71.183.145,,"ns-1956.awsdns-52.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,issrepo.fireeye.com,199.16.199.212,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,itsm-dev.corp.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,itsm-dev.iss.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,itsm-qa.corp.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,itsm-qa.iss.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,itsm.corp.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,iwy3.access.xfire.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jarvis.flare.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jenkins-test.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jenkins.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jira-sandbox.eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jira.fireeye.com,199.16.196.25,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jmx8.access.xfire.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jss.fireeye.com,199.16.199.25,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,jtest2d.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,keygen-stage.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,keygen.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,keys.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,kibana.selabs.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,kronos.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,lab-vpn.fireeye.com,199.16.198.192,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,labconsole.xfire.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,landingpages-qa.cloud.aws.apps.fireeye.com,"52.10.21.128, 52.11.22.208",,"ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,landingpages.cloud.aws.apps.fireeye.com,"54.214.8.140, 100.21.181.104",,"ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,learn.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,learning.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,librenms.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lifecare.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,limelight1.fireeye.com,50.57.224.23,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lms.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lms.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,log-ingest-prod-server.iam.apps.fireeye.com,"10.88.166.48, 10.88.181.0, 10.88.174.144",,"ns-679.awsdns-20.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,vpc-feiam-prd-es-iuysbjlpf6bo3yizdb4rydny4y.us-west-2.es.amazonaws.com,,,True,"10.88.166.48, 10.88.181.0, 10.88.174.144"
,log-ingest-test-server.iam.apps.fireeye.com,"10.219.95.66, 10.219.72.186, 10.219.82.210",,"ns-679.awsdns-20.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,vpc-feiam-test-es-zi5eoptahxvf6tu4zimqxcqdpm.us-west-2.es.amazonaws.com,,,True,"10.219.95.66, 10.219.72.186, 10.219.82.210"
,lync-drweb.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lync-edge-va.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lync-int-dr.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lync-int.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lync-va.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lync-vaweb.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lync.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lyncdiscover.fireeye.com,52.112.196.45,2603:1027:0:48::21,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,webdir.online.lync.com,,,,
,lyncdiscoverinternal.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,lyncweb.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ma-demo1.fireeye.com,199.16.196.111,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ma-demo2.fireeye.com,199.16.196.112,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ma-demo3.fireeye.com,199.16.196.113,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ma-demo4.fireeye.com,199.16.196.114,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ma-demo5.fireeye.com,199.16.196.115,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ma-demo6.fireeye.com,199.16.196.116,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ma-demo7.fireeye.com,199.16.196.117,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,magma.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,oracle,,,,,,,
,mail.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,mail.ork.training.fireeye.com,82.141.193.17,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,mail.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,mail.training.fireeye.com,70.35.58.131,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,mailman.fireeye.com,199.16.196.42,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,malwarebarn.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,managed.lms.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,map.flare.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,market.fireeye.com,"143.204.215.110, 143.204.215.3, 143.204.215.66, 143.204.215.112","2600:9000:2395:1400:4:9c66:70c0:93a1, 2600:9000:2395:8600:4:9c66:70c0:93a1, 2600:9000:2395:6200:4:9c66:70c0:93a1, 2600:9000:2395:b400:4:9c66:70c0:93a1, 2600:9000:2395:1000:4:9c66:70c0:93a1, 2600:9000:2395:2a00:4:9c66:70c0:93a1, 2600:9000:2395:1c00:4:9c66:70c0:93a1, 2600:9000:2395:5600:4:9c66:70c0:93a1","ns-1272.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-905.awsdns-49.net, ns-1272.awsdns-31.org, ns-1677.awsdns-17.co.uk, ns-55.awsdns-06.com",amazon.com,,
,marketingcentral.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,marketplace.apps.fireeye.com,"52.85.151.91, 52.85.151.106, 52.85.151.41, 52.85.151.85, 205.251.192.64, 205.251.195.29, 205.251.197.208, 205.251.199.4",,"ns-1796.awsdns-32.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,"ns-797.awsdns-35.net, ns-1796.awsdns-32.co.uk, ns-64.awsdns-08.com, ns-1488.awsdns-58.org",,,
,maxcolo.fireeye.com,199.16.197.5,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,mcsandbox.fireeye.com,96.31.161.231,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,md.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,mdanalytics.fireeye.com,205.233.0.205,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,mddemo.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,mdlogin.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,mdloginstage.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,mdstage.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,meet.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,meetme.fireeye.com,"103.83.199.16, 119.73.173.140, 149.13.95.141, 199.16.198.203, 199.16.199.203",,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,metrics-api.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,mfo6.lms.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,mil-betacloud.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,mil-cloud-stage.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,mil-cloud.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,mil-cloud6-stage.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,mil-cloud6.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
