new,host,a,cname,soa,ns,status_code,cdn,cdn-name,aaaa,caa,mx,txt,has_internal_ips,internal_ips
,aau0725.my.centrify.com,"13.55.93.47, 3.105.45.226","aau0725.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aau0743.my.centrify.com,"50.16.112.127, 34.235.179.52","aau0743.my.idaptive.app, pod1002.idaptive.app, idaptive-pod1002-nlb-711459-702f3856e1721f99.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aau0937.my.centrify.com,"34.215.186.205, 34.215.186.208","aau0937.my.centrify.net, pod35.pods.centrify.com, centrify-pod35-nlb-01558e-18a1992d4e875612.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aau0941.my.centrify.com,104.41.42.127,"pod10.centrify.com, centrify-pod10.trafficmanager.net, centrify-pod10.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aau0949.my.centrify.com,"35.175.3.116, 52.21.56.174","aau0949.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0063.my.centrify.com,"18.169.144.89, 3.11.146.182, 3.9.99.66","aav0063.my.idaptive.app, pod1202.idaptive.app, prod-nap-nlb-pr-ew2-1b52305458ed3258.elb.eu-west-2.amazonaws.com","ns-608.awsdns-12.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0105.my.centrify.com,"13.55.93.47, 3.105.45.226","aav0105.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0112.my.centrify.com,"3.213.114.212, 3.213.64.58","aav0112.my.idaptive.app, pod1003.idaptive.app","ns-751.awsdns-29.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0114.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aav0116.my.centrify.com,"35.175.3.116, 52.21.56.174","aav0116.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0144.my.centrify.com,"34.235.179.52, 50.16.112.127","aav0144.my.idaptive.app, pod1002.idaptive.app, idaptive-pod1002-nlb-711459-702f3856e1721f99.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0243.my.centrify.com,"35.175.3.116, 52.21.56.174","aav0243.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0244.my.centrify.com,"3.105.45.226, 13.55.93.47","aav0244.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com","ns-1110.awsdns-10.org, ns-13.awsdns-01.com, ns-1571.awsdns-04.co.uk, ns-527.awsdns-01.net",NOERROR,,,,,,,,
,aav0357.my.centrify.com,,"pod7.centrify.com, centrify-pod7.trafficmanager.net, centrifypod7.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aav0359.my.centrify.com,"3.120.29.66, 3.123.98.47","aav0359.my.idaptive.app, pod1201.idaptive.app, idaptive-pod1201-nlb-5d3007-3fcf9bc826097447.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0426.my.centrify.com,104.41.42.127,"pod10.centrify.com, centrify-pod10.trafficmanager.net, centrify-pod10.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aav0525.my.centrify.com,104.41.42.127,"pod10.centrify.com, centrify-pod10.trafficmanager.net, centrify-pod10.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aav0656.my.centrify.com,"3.93.96.33, 3.93.87.166","aav0656.my.idaptive.app, pod1004.idaptive.app, idaptive-pod1004-nlb-c4ef5f-5b91c8ec64d4fefc.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0705.my.centrify.com,"3.120.29.66, 3.123.98.47","aav0705.my.idaptive.app, pod1201.idaptive.app, idaptive-pod1201-nlb-5d3007-3fcf9bc826097447.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0805.my.centrify.com,"34.239.203.249, 3.95.91.119","aav0805.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0809.my.centrify.com,23.96.109.0,"pod7.centrify.com, centrify-pod7.trafficmanager.net, centrifypod7.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aav0883.my.centrify.com,"34.216.106.67, 52.35.199.104","aav0883.my.idaptive.app, pod1101.idaptive.app, idaptive-pod1101-nlb-fcea01-1d0bae009669223e.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aav0974.my.centrify.com,"3.105.45.226, 13.55.93.47","aav0974.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0122.my.centrify.com,"3.105.45.226, 13.55.93.47","aaw0122.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com","ns-1110.awsdns-10.org, ns-13.awsdns-01.com, ns-1571.awsdns-04.co.uk, ns-527.awsdns-01.net",NOERROR,,,,,,,,
,aaw0133.my.centrify.com,"3.105.45.226, 13.55.93.47","aaw0133.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0137.my.centrify.com,"18.169.144.89, 3.9.99.66, 3.11.146.182","aaw0137.my.idaptive.app, pod1202.idaptive.app, prod-nap-nlb-pr-ew2-1b52305458ed3258.elb.eu-west-2.amazonaws.com","ns-608.awsdns-12.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0139.my.centrify.com,"52.88.158.194, 52.43.152.155","aaw0139.my.idaptive.app, pod1102.idaptive.app, idaptive-pod1102-nlb-599f03-923ae17e004a686f.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0175.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aaw0177.my.centrify.com,"13.55.93.47, 3.105.45.226","aaw0177.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0203.my.centrify.com,"13.55.93.47, 3.105.45.226","aaw0203.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0209.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aaw0383.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aaw0386.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aaw0387.my.centrify.com,,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aaw0389.my.centrify.com,"3.120.29.66, 3.123.98.47","aaw0389.my.idaptive.app, pod1201.idaptive.app, idaptive-pod1201-nlb-5d3007-3fcf9bc826097447.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0400.my.centrify.com,"35.175.3.116, 52.21.56.174","aaw0400.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0454.my.centrify.com,"18.216.13.23, 18.216.13.25","aaw0454.my.centrify.net, pod33.pods.centrify.com, centrify-pod33-nlb-eae6d1-c2da744e617779a2.elb.us-east-2.amazonaws.com","ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com","ns-1513.awsdns-61.org, ns-2016.awsdns-60.co.uk, ns-41.awsdns-05.com, ns-539.awsdns-03.net",NOERROR,,,,,,,,
,aaw0471.my.centrify.com,"52.21.56.174, 35.175.3.116","aaw0471.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0530.my.centrify.com,,"pod10.centrify.com, centrify-pod10.trafficmanager.net, centrify-pod10.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aaw0631.my.centrify.com,"3.0.151.201, 18.142.220.103, 13.215.27.166","aaw0631.my.idaptive.app, pod1301.idaptive.app, prod-nap-nlb-pr-se1-5cdce3d790a668f9.elb.ap-southeast-1.amazonaws.com","ns-448.awsdns-56.com, awsdns-hostmaster.amazon.com","ns-1082.awsdns-07.org, ns-1873.awsdns-42.co.uk, ns-448.awsdns-56.com, ns-928.awsdns-52.net",NOERROR,,,,,,,,
,aaw0686.my.centrify.com,"3.93.87.166, 3.93.96.33","aaw0686.my.idaptive.app, pod1004.idaptive.app, idaptive-pod1004-nlb-c4ef5f-5b91c8ec64d4fefc.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0690.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net",,,NOERROR,True,azure,,,,,,
,aaw0922.my.centrify.com,"3.105.45.226, 13.55.93.47","aaw0922.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0981.my.centrify.com,"52.35.199.104, 34.216.106.67","aaw0981.my.idaptive.app, pod1101.idaptive.app, idaptive-pod1101-nlb-fcea01-1d0bae009669223e.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aaw0989.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0203.my.centrify.com,23.96.109.0,"pod7.centrify.com, centrify-pod7.trafficmanager.net, centrifypod7.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0205.my.centrify.com,"3.95.91.119, 34.239.203.249","aax0205.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0206.my.centrify.com,"13.55.93.47, 3.105.45.226","aax0206.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0304.my.centrify.com,"34.214.243.203, 34.214.243.204","pod27.pods.centrify.com, centrify-pod27-nlb-cc0bbe-bc2ae5118b8d8118.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0483.my.centrify.com,"15.222.131.182, 35.182.103.73, 3.99.30.76","aax0483.my.idaptive.app, pod1401.idaptive.app, prod-nap-nlb-pr-ca1-12f88247e3849dc3.elb.ca-central-1.amazonaws.com","ns-1921.awsdns-48.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0500.my.centrify.com,"35.175.3.116, 52.21.56.174","aax0500.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0506.my.centrify.com,23.96.109.0,"pod7.centrify.com, centrify-pod7.trafficmanager.net, centrifypod7.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0511.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0513.my.centrify.com,23.96.109.0,"pod7.centrify.com, centrify-pod7.trafficmanager.net, centrifypod7.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0517.my.centrify.com,"3.95.91.119, 34.239.203.249","aax0517.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0519.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0611.my.centrify.com,104.41.42.127,"pod10.centrify.com, centrify-pod10.trafficmanager.net, centrify-pod10.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0614.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0618.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0655.my.centrify.com,"34.245.82.170, 34.245.82.171","aax0655.my.centrify.net, pod52.pods.centrify.com, centrify-pod52-nlb-2089dd-b574b7699619e132.elb.eu-west-1.amazonaws.com","ns-1566.awsdns-03.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0656.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0719.my.centrify.com,"3.123.98.47, 3.120.29.66","aax0719.my.idaptive.app, pod1201.idaptive.app, idaptive-pod1201-nlb-5d3007-3fcf9bc826097447.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0720.my.centrify.com,104.41.42.127,"pod10.centrify.com, centrify-pod10.trafficmanager.net, centrify-pod10.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aax0724.my.centrify.com,"34.215.186.208, 34.215.186.205","aax0724.my.centrify.net, pod35.pods.centrify.com, centrify-pod35-nlb-01558e-18a1992d4e875612.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0761.my.centrify.com,"34.239.203.249, 3.95.91.119","aax0761.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0872.my.centrify.com,"13.55.93.47, 3.105.45.226","aax0872.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0917.my.centrify.com,"35.175.3.116, 52.21.56.174","aax0917.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aax0987.my.centrify.com,,"aax0987.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0051.my.centrify.com,"52.21.56.174, 35.175.3.116","aay0051.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0114.my.centrify.com,"34.239.203.249, 3.95.91.119","aay0114.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0116.my.centrify.com,"3.120.29.66, 3.123.98.47","aay0116.my.idaptive.app, pod1201.idaptive.app, idaptive-pod1201-nlb-5d3007-3fcf9bc826097447.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0117.my.centrify.com,"50.16.112.127, 34.235.179.52","aay0117.my.idaptive.app, pod1002.idaptive.app, idaptive-pod1002-nlb-711459-702f3856e1721f99.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0118.my.centrify.com,"3.105.45.226, 13.55.93.47","aay0118.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0119.my.centrify.com,"3.105.45.226, 13.55.93.47","aay0119.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0207.my.centrify.com,"3.93.96.33, 3.93.87.166","aay0207.my.idaptive.app, pod1004.idaptive.app, idaptive-pod1004-nlb-c4ef5f-5b91c8ec64d4fefc.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0224.my.centrify.com,"35.175.3.116, 52.21.56.174","aay0224.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0241.my.centrify.com,"18.216.13.50, 18.216.13.51","aay0241.my.centrify.net, pod34.pods.centrify.com, centrify-pod34-nlb-7e33bd-53be6d4f362b3b34.elb.us-east-2.amazonaws.com","ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0270.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aay0275.my.centrify.com,"3.105.45.226, 13.55.93.47","aay0275.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0280.my.centrify.com,"18.216.13.0, 18.216.13.1","aay0280.my.centrify.net, pod25.pods.centrify.com, centrify-pod25-nlb-035e91-8a3c635f8561bff6.elb.us-east-2.amazonaws.com","ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0283.my.centrify.com,"18.216.13.23, 18.216.13.25","aay0283.my.centrify.net, pod33.pods.centrify.com, centrify-pod33-nlb-eae6d1-c2da744e617779a2.elb.us-east-2.amazonaws.com","ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com","ns-1513.awsdns-61.org, ns-2016.awsdns-60.co.uk, ns-41.awsdns-05.com, ns-539.awsdns-03.net",NOERROR,,,,,,,,
,aay0316.my.centrify.com,"3.120.29.66, 3.123.98.47","aay0316.my.idaptive.app, pod1201.idaptive.app, idaptive-pod1201-nlb-5d3007-3fcf9bc826097447.elb.eu-central-1.amazonaws.com","ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com","ns-1390.awsdns-45.org, ns-1853.awsdns-39.co.uk, ns-271.awsdns-33.com, ns-777.awsdns-33.net",NOERROR,,,,,,,,
,aay0322.my.centrify.com,"34.216.106.67, 52.35.199.104","aay0322.my.idaptive.app, pod1101.idaptive.app, idaptive-pod1101-nlb-fcea01-1d0bae009669223e.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0324.my.centrify.com,"34.239.203.249, 3.95.91.119","aay0324.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0328.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aay0338.my.centrify.com,"34.239.203.249, 3.95.91.119","aay0338.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0351.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aay0471.my.centrify.com,"34.235.179.52, 50.16.112.127","aay0471.my.idaptive.app, pod1002.idaptive.app, idaptive-pod1002-nlb-711459-702f3856e1721f99.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0492.my.centrify.com,40.117.34.45,"fedpod0.centrify.com, centrifyfedpod0.trafficmanager.net, centrify-fedpod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aay0493.my.centrify.com,"34.216.106.67, 52.35.199.104","aay0493.my.idaptive.app, pod1101.idaptive.app, idaptive-pod1101-nlb-fcea01-1d0bae009669223e.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0498.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aay0779.my.centrify.com,"3.105.45.226, 13.55.93.47","aay0779.my.idaptive.app, pod1302.idaptive.app, idaptive-pod1302-nlb-c1355e-3841d9fa064409fb.elb.ap-southeast-2.amazonaws.com","ns-527.awsdns-01.net, awsdns-hostmaster.amazon.com","ns-1110.awsdns-10.org, ns-13.awsdns-01.com, ns-1571.awsdns-04.co.uk, ns-527.awsdns-01.net",NOERROR,,,,,,,,
,aay0806.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aay0853.my.centrify.com,"50.16.112.127, 34.235.179.52","aay0853.my.idaptive.app, pod1002.idaptive.app, idaptive-pod1002-nlb-711459-702f3856e1721f99.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,aay0855.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aay0961.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",,NOERROR,True,azure,,,,,,
,aay0969.my.centrify.com,"35.175.3.116, 52.21.56.174","aay0969.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
