input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,tls_wildcard_certificate,webserver,final_url,location
ua-m.ups.com,Server Error.,465,494,ua-m.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,ctls,ua-m.ups.com,,443,https://ua-m.ups.com:443,https,text/html,GET,153.2.228.150,/,-652376449,153.2.224.150,HSTS,17,False,,,,,Apache,,
ua.ups.com,UPS,200,1430,ua.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=es-us.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",es-us.ups.com,"United Parcel Service, Inc.",zhcn-fgv.ups-scs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fae341f290f8602ece8d6cf9b0100ffe,41b0c4eda80a01b79152768a4d8918b6081df7641d0e65426d8c6dab028565cf,ctls,ua.ups.com,,443,https://ua.ups.com:443,https,text/html,GET,153.2.228.150,/,1101614703,153.2.224.150,HSTS,29,False,,URL='https://ua.ups.com/',,,Apache,,
uat-brokerage.ups.com,Microsoft Azure App Service - Welcome,200,3261,uat-brokerage.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-06T00:00:00Z,2024-02-06T23:59:59Z,"CN=uat-brokerage.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",uat-brokerage.ups.com,"United Parcel Service, Inc.",www.uat-brokerage.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,0d85109fdbdecdfa971e572c26738ac7,c0a2798c073915f951c957a471dab0326005a2a3054fc05e3636eab649743332,ctls,uat-brokerage.ups.com,azure,443,https://uat-brokerage.ups.com:443,https,text/html,GET,23.100.68.11,/,-20275242,23.100.68.11,Windows Server,1,False,True,,,,Microsoft-IIS/10.0,,
ucdx.test.ups.com,Page not found,404,3450,ucdx.test.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=ucdx.test.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ucdx.test.ups.com,"United Parcel Service, Inc.",www.ucdx.test.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,331b6d091fa5a80ce5733aedd5761cf3,0ae9f9c24b5a83853aec9bef7583c4b87b4e4590b90867c9a724d1ba47801254,ctls,ucdx.test.ups.com,,443,https://ucdx.test.ups.com:443,https,text/html,GET,13.107.246.45,/,-1444021038,2620:1ec:46::45,Azure Front Door,103,False,,,,,,,
ucdx.ups.com,Page not found,404,3450,ucdx.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=ucdx.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ucdx.ups.com,"United Parcel Service, Inc.",www.ucdx.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3b9d0efec691f8a1890b245949a99c10,49f7b31f06a443c1260f8ee9cddeb74298ff5f222d5fc1edad65cad8887c51a9,ctls,ucdx.ups.com,,443,https://ucdx.ups.com:443,https,text/html,GET,13.107.246.45,/,-1444021038,2620:1ec:46::45,Azure Front Door,103,False,,,,,,,
ugc-api.dev.ups.com,Page not found,404,3450,ugc-api.dev.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=ugc-api.dev.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ugc-api.dev.ups.com,"United Parcel Service, Inc.",www.ugc-api.dev.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,74ce07164b3372ea55d99c0f2c01cd2b,26b2789b832873778d92cdb55a6c5e3cade9458d80c1f4377915090d235b9aaa,ctls,ugc-api.dev.ups.com,,443,https://ugc-api.dev.ups.com:443,https,text/html,GET,13.107.246.45,/,-1444021038,2620:1ec:46::45,Azure Front Door,103,False,,,,,,,
ugc-api.ups.com,,200,,ugc-api.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=ugc-api.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ugc-api.ups.com,"United Parcel Service, Inc.",www.ugc-api.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b63d41081ff1191b9f430534459ad95b,18f28ca30029ecd5d1d1e59cd2dd2ac6d8ec5579d3d05330126d409216853c49,ctls,ugc-api.ups.com,,443,https://ugc-api.ups.com:443,https,,GET,13.107.246.45,/,-1840324437,2620:1ec:46::45,Azure Front Door,1,False,,,,,,,
ugc.uat.ups.com,UPS Global Content,200,1371,ugc.uat.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=ugc.uat.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ugc.uat.ups.com,"United Parcel Service, Inc.",www.ugc.uat.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,dd4e99d88337d3c5244479f6dd646e6c,b69f3aaa5597ae8110c396a11484161cd8cb442a72835bd46020fffac38e487f,ctls,ugc.uat.ups.com,,443,https://ugc.uat.ups.com:443,https,text/html,GET,13.107.246.45,/,-1851491385,2620:1ec:46::45,HSTS,22,False,,https://fonts.gstatic.com/,,,,,
ugc.ups.com,Page not found,404,3450,ugc.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-02T07:48:39Z,2024-05-27T07:48:39Z,"CN=*.azureedge.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azureedge.net,Microsoft Corporation,*.streaming.mediaservices.windows.net,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,73a637adc0c7e9657ab9ce001a0dc7bc,0dcd3a9bd4bcbb2ef37e9ed2474b1b9761a41f5d4ceb466c4952e04f2751f570,ctls,ugc.ups.com,,443,https://ugc.ups.com:443,https,text/html,GET,13.107.246.45,/,-1444021038,2620:1ec:46::45,Azure Front Door,103,False,,,True,True,,,
ulinc-prod.ups.com,,200,2164,ulinc-prod.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=ulinc-prod.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ulinc-prod.ups.com,"United Parcel Service, Inc.",ulinc-prod.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4d1ec20674f893e56e42261d36f939b0,67ca4fbf96208ac38902f7b6c3df517ea894bac87bc6e1ee51036acf67631313,ctls,ulinc-prod.ups.com,,443,https://ulinc-prod.ups.com:443,https,text/html,GET,3.132.251.64,/,-1311077300,3.136.77.210,Java,49,False,,,,,webmethodscloud.com,https://ulinc-prod.ups.com/integration/,
ulinc-qa.ups.com,,200,2164,ulinc-qa.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=ulinc.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ulinc.ups.com,"United Parcel Service, Inc.",ulinc-uat.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,e3cce9fb073b8f0c4399ecaba3ce0662,11e960ab2cdb0789548d419f0cc443a31ea063193d6e506aed2b9978f68ba57d,ctls,ulinc-qa.ups.com,,443,https://ulinc-qa.ups.com:443,https,text/html,GET,44.230.174.0,/,-1816269261,44.229.250.161,Java,49,False,,,,,webmethodscloud.com,https://ulinc-qa.ups.com/integration/,
ulinc-uat.ups.com,,200,2164,ulinc-uat.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=ulinc.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ulinc.ups.com,"United Parcel Service, Inc.",ulinc-uat.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,e3cce9fb073b8f0c4399ecaba3ce0662,11e960ab2cdb0789548d419f0cc443a31ea063193d6e506aed2b9978f68ba57d,ctls,ulinc-uat.ups.com,,443,https://ulinc-uat.ups.com:443,https,text/html,GET,44.230.174.0,/,-1816269261,44.229.250.161,Java,49,False,,,,,webmethodscloud.com,https://ulinc-uat.ups.com/integration/,
ulinc.ups.com,,200,2164,ulinc.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=ulinc.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ulinc.ups.com,"United Parcel Service, Inc.",ulinc-uat.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,e3cce9fb073b8f0c4399ecaba3ce0662,11e960ab2cdb0789548d419f0cc443a31ea063193d6e506aed2b9978f68ba57d,ctls,ulinc.ups.com,,443,https://ulinc.ups.com:443,https,text/html,GET,3.132.251.64,/,-1311077300,3.136.77.210,Java,49,False,,,,,webmethodscloud.com,https://ulinc.ups.com/integration/,
upsapps.dmz-gslb.ups.com,,200,16,upsapps.dmz-gslb.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-16T00:00:00Z,2023-09-16T23:59:59Z,"CN=upsapps.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",upsapps.ups.com,"United Parcel Service, Inc.",www.upsapps.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,30ee4dcfc52eb13b6aa2fc938d36c62f,2c573f5da6390d79148272f3973f25fdeb330ccd7fdd12c0f28d6ee5cb875c8a,ctls,upsapps.dmz-gslb.ups.com,,443,https://upsapps.dmz-gslb.ups.com:443,https,text/html,GET,153.2.230.181,/,1101614703,153.2.230.181,HSTS,4,False,,,True,,Apache,,
upscapi-wzp.ups.com,,200,60,upscapi-wzp.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=upscapi-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",upscapi-wzp.ups.com,"United Parcel Service, Inc.",upscapi4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3bfb1b4289cf68c854183764d4e172e3,a144f46dd23c5ed105634a35997bdd210503e1cdae267e5eab11c938204961e5,ctls,upscapi-wzp.ups.com,,443,https://upscapi-wzp.ups.com:443,https,text/html,GET,153.2.183.153,/,1631801191,153.2.183.153,HSTS,5,False,,,,,,,
upscapi.ups.com,,200,60,upscapi.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=upscapi-wzp.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",upscapi-wzp.ups.com,"United Parcel Service, Inc.",upscapi4-wzp.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3bfb1b4289cf68c854183764d4e172e3,a144f46dd23c5ed105634a35997bdd210503e1cdae267e5eab11c938204961e5,ctls,upscapi.ups.com,,443,https://upscapi.ups.com:443,https,text/html,GET,153.2.183.153,/,1631801191,153.2.183.153,HSTS,5,False,,,,,,,
upsmi.dmz-gslb.ups.com,ARTS LOGIN PAGE,200,11880,upsmi.dmz-gslb.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-26T00:00:00Z,2023-09-26T23:59:59Z,"CN=upsmi.ups-scs.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",upsmi.ups-scs.com,"United Parcel Service, Inc.",www.ups-mi.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,0f4c80f3f481b1dd61561c030fddd7b6,e79f560d6ccdd8e5d6b80c1bc5ee1a10927767e553c46a1ac9297bc74753d208,ctls,upsmi.dmz-gslb.ups.com,,443,https://upsmi.dmz-gslb.ups.com:443,https,text/html,GET,153.2.183.177,/,1631801191,153.2.183.177,Microsoft ASP.NET,196,False,,https://www.usps.com,True,,,https://upsmi.dmz-gslb.ups.com/reports/Login.aspx?failed=0,
upspostsaleslogistics.ups.com,Post-Sales Logistics,200,16861,www.upspostsaleslogistics.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=www.upspostsaleslogistics.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.upspostsaleslogistics.com,"United Parcel Service, Inc.",www.upspostsaleslogistics.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,395b352208fb338a1f02779e9636c661,d10ee3cd8847cd58ba72839d14b243110c2ad2315b4af285489eb788603a651f,ctls,www.upspostsaleslogistics.ups.com,,443,https://upspostsaleslogistics.ups.com:443,https,text/html,GET,153.2.226.61,/,1101614703,153.2.230.61,Oracle Dynamic Monitoring Service,470,False,,,,,Apache,https://www.upspostsaleslogistics.ups.com/cfw/,
upsvideo-mah1.video.ups.com,,200,6554,upsvideo-mah1.video.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=video.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",video.ups.com,"United Parcel Service, Inc.",upsvideo-win1.video.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,67b407f83c621312b67c7a1b730fbfbd,89564710d801068df52d5794df6cdcc025568fef6d9351561ff67d00d962489e,ctls,upsvideo-mah1.video.ups.com,,443,https://upsvideo-mah1.video.ups.com:443,https,text/html,GET,153.2.243.228,/,-1670567179,153.2.243.228,HSTS,152,False,,https://ajax.aspnetcdn.com,,,Apache,https://upsvideo-mah1.video.ups.com/webapp/,
upsvideo-mah2.video.ups.com,,200,6554,upsvideo-mah2.video.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=video.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",video.ups.com,"United Parcel Service, Inc.",upsvideo-win1.video.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,67b407f83c621312b67c7a1b730fbfbd,89564710d801068df52d5794df6cdcc025568fef6d9351561ff67d00d962489e,ctls,upsvideo-mah2.video.ups.com,,443,https://upsvideo-mah2.video.ups.com:443,https,text/html,GET,153.2.243.229,/,-1670567179,153.2.243.229,HSTS,152,False,,https://example.com,,,Apache,https://upsvideo-mah2.video.ups.com/webapp/,
vast.ups.com,DSI Central,200,3048,vast.ups.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=vast.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",vast.ups.com,"United Parcel Service, Inc.",vast.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,9a72b767220c8fa375f22a7b15b8c943,0115fc8451149e479b05b0d484a9ea71c5eaeafc8f94d632d68bb76bbf6f7beb,ctls,vast.ups.com,google,443,https://vast.ups.com:443,https,text/html,GET,34.120.175.163,/,-1851491385,34.120.175.163,HTTP/3,44,False,True,https:,,,,,
vi-vn-stories.ups.com,Trang chủ | Giới thiệu về UPS,200,66417,about.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-17T00:00:00Z,2024-02-17T23:59:59Z,"CN=stories.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",stories.ups.com,"United Parcel Service, Inc.",zh-tw-stories.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,ad9e8fa6cf3a69a93198fec281696a14,f4f020c6e7dfa4ebbcd742bbfdea14fa8e2fc835e1708a080d85f450b20e0848,ctls,about.ups.com,,443,https://vi-vn-stories.ups.com:443,https,text/html,GET,2.16.187.16,/,-138643928,2a02:26f0:3500:1b::1724:a38d,Java,1309,False,,customerfeedback.ups.com,,,,https://about.ups.com/vn/vi/home.html,
video.ups.com,,200,6554,video.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-19T00:00:00Z,2024-01-19T23:59:59Z,"CN=video.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",video.ups.com,"United Parcel Service, Inc.",upsvideo-win1.video.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,67b407f83c621312b67c7a1b730fbfbd,89564710d801068df52d5794df6cdcc025568fef6d9351561ff67d00d962489e,ctls,video.ups.com,,443,https://video.ups.com:443,https,text/html,GET,153.2.243.229,/,-1670567179,153.2.243.228,HSTS,152,False,,https://www.adobe.com,,,Apache,https://video.ups.com/webapp/,
view.ups.com,Hosted Message,200,135,view.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-27T00:00:00Z,2024-05-17T23:59:59Z,CN=*.ed4.net,*.ed4.net,,ed4.net,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,169a64f0d05a490ac560044f7a1c4afc,8979fa6cc4cda0496498dee93c7c1f3f5f3ffb384a255a0c55a086c3e07b5418,ctls,view.ups.com,,443,https://view.ups.com:443,https,text/html,GET,208.94.20.11,/,-564870983,208.94.20.11,Apache,11,False,,,True,True,Apache,,
webservices.wweconomy.ups.com,API Documentation,200,13805,webservices.wweconomy.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=wweconomy.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wweconomy.ups.com,"United Parcel Service, Inc.",www.wweconomy.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,b974e47fbd7b105e0333e9e51ca35e48,879d13a1634999cf4efe799d4e7f2ed748ffff9e1b1c605d747380be9c450e1c,ctls,webservices.wweconomy.ups.com,,443,https://webservices.wweconomy.ups.com:443,https,text/html,GET,20.172.226.63,/,1101614703,20.172.226.63,Microsoft ASP.NET,374,False,,,,,,https://webservices.wweconomy.ups.com/help,
wechat-wmp-dev.ups.com,Service unavailable,403,1261,wechat-wmp-dev.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-01T00:00:00Z,2024-05-31T23:59:59Z,"CN=wechat-wmp-dev.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wechat-wmp-dev.ups.com,"United Parcel Service, Inc.",wec-gw-dev.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ce0cca8b0b4b38e47202ed3ff938e179,1d8025a7928dd6315d6d51d688148a3ce63db559b1433c15e32a62adb90635d2,ctls,wechat-wmp-dev.ups.com,,443,https://wechat-wmp-dev.ups.com:443,https,text/html,GET,13.107.246.45,/,1783169474,2620:1ec:46::45,Azure Front Door,54,False,,,,,,https://wechat-wmp-dev.ups.com/wmp/,
welcome.ups.com,Service Unavailable,503,269,welcome.ups.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-08-31T00:00:00Z,2023-08-31T23:59:59Z,"CN=www.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",www.ups.com,"United Parcel Service, Inc.",wwwapps.ups.com,"CN=COMODO ECC Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Organization Validation Secure Server CA,COMODO CA Limited,f6527ab7d9c157ef5ce4b6851944dd49,7be9ee49bda33c466bb59508c668aa654428b536412bed3af24f390972e73f3d,ctls,welcome.ups.com,,443,https://welcome.ups.com:443,https,text/html,GET,95.101.45.250,/,1814445569,2a02:26f0:3500:898::37c9,,9,False,,,,,AkamaiGHost,,
windirext.ups.com,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,80,http://windirext.ups.com:80,http,text/html,GET,153.2.183.165,/,225052475,153.2.183.165,Microsoft HTTPAPI:2.0,7,False,,,,,Microsoft-HTTPAPI/2.0,,
winowasext.ups.com,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,80,http://winowasext.ups.com:80,http,text/html,GET,153.2.183.165,/,225052475,153.2.183.165,Microsoft HTTPAPI:2.0,7,False,,,,,Microsoft-HTTPAPI/2.0,,
winucext.dmz-gslb.ups.com,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,80,http://winucext.dmz-gslb.ups.com:80,http,text/html,GET,153.2.183.165,/,225052475,153.2.183.165,Microsoft HTTPAPI:2.0,7,False,,,,,Microsoft-HTTPAPI/2.0,,
winucext.ups.com,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,80,http://winucext.ups.com:80,http,text/html,GET,153.2.183.165,/,225052475,153.2.183.165,Microsoft HTTPAPI:2.0,7,False,,,,,Microsoft-HTTPAPI/2.0,,
wmsportal.ups.com,SCflex,200,2532,wmsportal.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-12-30T00:00:00Z,2023-12-30T23:59:59Z,"CN=wmsportal.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",wmsportal.ups.com,"United Parcel Service, Inc.",wmsportal.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,088235c12f0408bfdacbf5342f90bf08,cf9c9587db29275649b68a2cb7dffc36649f3b27456d89845b2231c4659c95a4,ctls,wmsportal.ups.com,,443,https://wmsportal.ups.com:443,https,text/html,GET,23.22.117.193,/,1060020582,3.232.92.189,JavaServer Pages:2.3,59,False,,,,,,,
wsdepackages.ups.com,,200,5635,ftp2.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=ftp2.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ftp2.ups.com,"United Parcel Service, Inc.",wsdepackages.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3fc1f4de518b1d82261a9511bf21f22f,0ed7aa0fceee8d9f4ae998ddc746a24f1d2d65fd96a923b9b86de72993e1ad50,ctls,ftp2.ups.com,,443,https://wsdepackages.ups.com:443,https,text/html,GET,153.2.230.113,/,-780928015,153.2.230.113,HSTS,60,False,,,,,,https://ftp2.ups.com,
wsdepackages1.ups.com,,200,5635,ftp2.ups.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=ftp2.ups.com, O=United Parcel Service\, Inc., ST=New Jersey, C=US",ftp2.ups.com,"United Parcel Service, Inc.",wsdepackages.ups.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3fc1f4de518b1d82261a9511bf21f22f,0ed7aa0fceee8d9f4ae998ddc746a24f1d2d65fd96a923b9b86de72993e1ad50,ctls,ftp2.ups.com,,443,https://wsdepackages1.ups.com:443,https,text/html,GET,153.2.230.113,/,-780928015,153.2.230.113,HSTS,60,False,,,,,,https://ftp2.ups.com,
