input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url,tls_expired
login.wallet-sandbox.circle.com,,403,16,wallet-sandbox.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,wallet-sandbox.circle.com,cloudflare,443,https://login.wallet-sandbox.circle.com:443,https,cloudflare,text/plain,GET,104.16.83.103,/,-738705486,2606:4700::6810:5267,Cloudflare,1,False,True,,,https://wallet-sandbox.circle.com/,
login.wallet-smokebox.circle.com,,403,16,wallet-smokebox.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,wallet-smokebox.circle.com,cloudflare,443,https://login.wallet-smokebox.circle.com:443,https,cloudflare,text/plain,GET,104.16.82.103,/,-738705486,2606:4700::6810:5367,Cloudflare,1,False,True,,,https://wallet-smokebox.circle.com/,
lyncdiscover.cybavo.com,,200,358,lyncdiscover.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.cybavo.com,,443,https://lyncdiscover.cybavo.com:443,https,,application/json,GET,52.112.193.16,/,-1584587467,2603:1027:0:48::21,Azure,1,False,,True,,,
mail.cybavo.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,,80,http://mail.cybavo.com:80,http,ghs,text/html,GET,142.250.186.51,/,302920777,2a00:1450:4001:827::2013,,12,False,,,,,
mars.sandbox.cybavo.com,CYBAVO VAULT,200,625,mars.sandbox.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-17T00:00:00Z,2023-11-15T23:59:59Z,CN=mars.sandbox.cybavo.com,mars.sandbox.cybavo.com,,mars.sandbox.cybavo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2ffc4ccb71b38ba5ac1078029f886f7d,839b6e527f21f463ddf30ac485ff22ab53366cee65b8a76a98e75df01a8967c3,,ctls,mars.sandbox.cybavo.com,,443,https://mars.sandbox.cybavo.com:443,https,cybavo,text/html,GET,34.208.129.151,/,1689487197,35.83.156.86,HSTS,1,False,,,*.gstatic.com,,
media.circle.com,"imgix - Image Processing On-Demand, Served By CDN",200,3783,media.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,media.circle.com,cloudflare,443,https://media.circle.com:443,https,cloudflare,text/html,GET,104.18.17.80,/,285775083,104.18.16.80,Cloudflare,53,False,True,,,,
mvault.cybavo.com,Just a moment...,403,7115,mvault.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T21:07:25Z,2023-07-04T21:07:24Z,CN=*.cybavo.com,*.cybavo.com,,cybavo.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,27aac5a326ae307dfcee7a1379c4437b,f95b0fff747c8dca5f18fc83d7f347b8bde10529a2d15534596be1a6a68f2b18,True,ctls,mvault.cybavo.com,cloudflare,443,https://mvault.cybavo.com:443,https,cloudflare,text/html,GET,172.67.69.85,/,-314600262,2606:4700:20::681a:447,Cloudflare,87,False,True,,,,
mvaultst.sandbox.cybavo.com,CYBAVO WALLET MANAGEMENT system,200,644,mvaultst.sandbox.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-01T20:00:42Z,2023-06-30T20:55:37Z,CN=mvaultst.sandbox.cybavo.com,mvaultst.sandbox.cybavo.com,,mvaultst.sandbox.cybavo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,76aef389d10a92282d4e910917410bb0,657c3f424486fe1250b1ee4a57f15d21d7025a1e664df1d12c2b90ae1c7b3280,,ctls,mvaultst.sandbox.cybavo.com,google,443,https://mvaultst.sandbox.cybavo.com:443,https,cybavo,text/html,GET,34.160.201.209,/,1689487197,34.160.201.209,HTTP/3,1,False,True,,fonts.gstatic.com,,
my-sandbox.circle.com,Circle Account | Sign In,200,51079,login-sandbox.circle.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T00:00:00Z,2024-02-13T23:59:59Z,"CN=login.circle.com, O=Circle Internet Financial LLC, L=Boston, ST=Massachusetts, C=US",login.circle.com,Circle Internet Financial LLC,login-sandbox.circle.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,92d043336c3808f1f2c3c058976e7207,e1262f619cbd44bf0ee97edf40eec0e8ccfb1e4788a5344f47e36283c584e561,,ctls,login-sandbox.circle.com,cloudflare,443,https://my-sandbox.circle.com:443,https,nginx,text/html,GET,104.18.16.80,/,102855332,104.18.17.80,Nginx,1527,False,True,,,https://login-sandbox.circle.com,
my-staging.circle.com,,403,16,my-staging.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,my-staging.circle.com,cloudflare,443,https://my-staging.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
my.circle.com,,403,16,my.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,my.circle.com,cloudflare,443,https://my.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
ns1.circle.com,,403,16,ns1.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,ns1.circle.com,cloudflare,443,https://ns1.circle.com:443,https,cloudflare,text/plain,GET,162.159.0.17,/,,2400:cb00:2049:1::a29f:11,Cloudflare,1,False,True,,,,
ns2.circle.com,,403,16,ns2.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,ns2.circle.com,cloudflare,443,https://ns2.circle.com:443,https,cloudflare,text/plain,GET,162.159.1.17,/,,2400:cb00:2049:1::a29f:111,Cloudflare,1,False,True,,,,
pay.circle.com,Circle,200,17368,pay.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-10-24T23:59:59Z,"CN=circle.com, O=Circle Internet Financial LLC, L=Boston, ST=Massachusetts, C=US, serialNumber=5381921, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",circle.com,Circle Internet Financial LLC,usdc.circle.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,8ce4f616f7ed487cc587d2310e6a6759,20e1ee31a712963709d5f5209587661a2e3ceb3e6a1c3d289a127a6f8f0db0f1,,ctls,pay.circle.com,cloudflare,443,https://pay.circle.com:443,https,cloudflare,text/html,GET,104.16.30.32,/,72932130,104.16.31.32,Pure CSS,389,False,True,,assets.circle.com,,
pi.circle.com,,403,16,pi.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,pi.circle.com,cloudflare,443,https://pi.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
poloniexus.circle.com,Poloniex US — Withdraw,200,79982,poloniexus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-04T00:00:00Z,2023-09-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.poloniexus.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0a7b827f75fcb8bf90c1dc21acfcc749,b91afbe715ebd8bf655162ff7e64cbbe2882ee15c7d2287127c99e255e9d73a6,True,ctls,poloniexus.com,cloudflare,443,https://poloniexus.circle.com:443,https,cloudflare,text/html,GET,104.18.17.80,/,735523882,104.18.16.80,HSTS,682,False,True,,,https://poloniexus.com,
preprod-us-frontend.circle.com,Lockout,530,892399,preprod-us-frontend.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,preprod-us-frontend.circle.com,cloudflare,443,https://preprod-us-frontend.circle.com:443,https,cloudflare,text/html,GET,104.18.16.80,/,-1490188592,104.18.17.80,Cloudflare,75,False,True,,,,
pypi.circle.com,ERROR: The request could not be satisfied,403,919,pypi.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-20T23:59:59Z,CN=pypi.circle.com,pypi.circle.com,,pypi.circle.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,14c2ed720e37edb4f7ac9b0ed8482914,8b60199729ebd2b2f83aa92d20f5e1783ddf5213ad6b8a33d3aa10d6293a510c,,ctls,pypi.circle.com,cloudfront,443,https://pypi.circle.com:443,https,CloudFront,text/html,GET,18.66.122.23,/,-380512462,18.66.122.63,Amazon Web Services,20,False,True,,,,
research.circle.com,The Official Blog of Circle and USDC,200,172439,www.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-10-24T23:59:59Z,"CN=circle.com, O=Circle Internet Financial LLC, L=Boston, ST=Massachusetts, C=US, serialNumber=5381921, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",circle.com,Circle Internet Financial LLC,usdc.circle.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,8ce4f616f7ed487cc587d2310e6a6759,20e1ee31a712963709d5f5209587661a2e3ceb3e6a1c3d289a127a6f8f0db0f1,,ctls,www.circle.com,cloudflare,443,https://research.circle.com:443,https,cloudflare,text/html,GET,104.18.16.80,/,153268874,104.18.17.80,HubSpot CMS Hub,19261,False,True,,,https://www.circle.com/blog,
risk-kyc-swagger.circle.com,Sign in to GitHub · GitHub,200,31796,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,,443,https://risk-kyc-swagger.circle.com:443,https,GitHub.com,text/html,GET,185.199.110.153,/,1710679169,2606:50c0:8003::153,HSTS,413,False,,,spotlights-feed.github.com,https://github.com/login?return_to=%2Fpages%2Fauth%3Fnonce%3D75df7fc5-bff4-4ba3-846b-5f6ceeac9991%26page_id%3D33307180%26path%3DLw,
sample-sandbox.circle.com,payments-sample-app - payments-sample-app,200,2807,sample-sandbox.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,sample-sandbox.circle.com,cloudflare,443,https://sample-sandbox.circle.com:443,https,cloudflare,text/html,GET,104.18.16.80,/,102855332,104.18.17.80,Vue.js,10,False,True,,,,
sample-staging.circle.com,,403,16,sample-staging.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,sample-staging.circle.com,cloudflare,443,https://sample-staging.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
sample.circle.com,,403,16,sample.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,sample.circle.com,cloudflare,443,https://sample.circle.com:443,https,cloudflare,text/plain,GET,104.18.17.80,/,1268003052,104.18.16.80,Cloudflare,1,False,True,,,,
shop.circle.com,The Circle Shop — your one stop shop for Circle merch,200,144136,shop.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T13:45:24Z,2023-08-18T13:45:23Z,CN=shop.circle.com,shop.circle.com,,shop.circle.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,51ee7c903e2aad4795faf0444e85f585,9467f07b19d77da59ce6e765229c4cd72aa9de8c5e6bdf6811a3e98280b48bef,,ctls,shop.circle.com,,443,https://shop.circle.com:443,https,cloudflare,text/html,GET,23.227.38.65,/,-1840324437,23.227.38.65,Shopify,2076,False,,,,,
slowmist.cybavo.com,CYBAVO VAULT,200,625,slowmist.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-07-11T02:04:34Z,2022-10-09T02:04:33Z,CN=slowmist.cybavo.com,slowmist.cybavo.com,,slowmist.cybavo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b5f0aeffc39c595ca83ee1c50ef18c87,39705134bf3411dd88403f4fa717fc18e7434b6f7807dce4c7bbd0e29fb05db5,,ctls,slowmist.cybavo.com,,443,https://slowmist.cybavo.com:443,https,cybavo,text/html,GET,18.176.192.156,/,1689487197,18.176.192.156,HSTS,1,False,,,,,True
snaxis.circle.com,,403,16,snaxis.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,snaxis.circle.com,cloudflare,443,https://snaxis.circle.com:443,https,cloudflare,text/plain,GET,104.18.17.80,/,1268003052,104.18.16.80,Cloudflare,1,False,True,,,,
sofa-jupiter.cybavo.com,CYBAVO VAULT,200,625,sofa-jupiter.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-23T00:00:00Z,2024-05-21T23:59:59Z,CN=sofa-jupiter.cybavo.com,sofa-jupiter.cybavo.com,,sofa-jupiter.cybavo.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3022d6004cb96f08ecc1fdd9d513dac1,9be830b0a7457e071bfe2166fb40822149349f4b5fdc44deeb3f29903c576f97,,ctls,sofa-jupiter.cybavo.com,,443,https://sofa-jupiter.cybavo.com:443,https,cybavo,text/html,GET,35.74.178.66,/,1689487197,3.115.207.49,HSTS,1,False,,,,,
sofa.cybavo.com,CYBAVO VAULT,200,625,sofa.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T21:07:25Z,2023-07-04T21:07:24Z,CN=*.cybavo.com,*.cybavo.com,,cybavo.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,27aac5a326ae307dfcee7a1379c4437b,f95b0fff747c8dca5f18fc83d7f347b8bde10529a2d15534596be1a6a68f2b18,True,ctls,sofa.cybavo.com,cloudflare,443,https://sofa.cybavo.com:443,https,cloudflare,text/html,GET,104.26.4.71,/,1689487197,2606:4700:20::ac43:4555,HSTS,1,False,True,,,,
sofatest.sandbox.cybavo.com,CYBAVO VAULT,200,625,sofatest.sandbox.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=sofatest.sandbox.cybavo.com,sofatest.sandbox.cybavo.com,,sofatest.sandbox.cybavo.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc6cecc7188c63927c366b1e94c446c4,bcebcd6272dea8e84fc773c6c576d848cc564b99fea9d35693dcd421bfcd3623,,ctls,sofatest.sandbox.cybavo.com,,443,https://sofatest.sandbox.cybavo.com:443,https,cybavo,text/html,GET,13.112.199.78,/,1689487197,18.178.193.97,HSTS,1,False,,,,,
sofatestmpc.sandbox.cybavo.com,Just a moment...,403,7208,sofatestmpc.sandbox.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=cybavo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cybavo.com,"Cloudflare, Inc.",cybavo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b304aed08167da9eb63d139b5546e1d3,55a66dd9ba8687fb09a9df8eea5db53b8f290e6405930915f8f4f9addaa479a5,True,ctls,sofatestmpc.sandbox.cybavo.com,cloudflare,443,https://sofatestmpc.sandbox.cybavo.com:443,https,cloudflare,text/html,GET,172.67.69.85,/,480246531,2606:4700:20::ac43:4555,Cloudflare,87,False,True,,,,
sofavault.cybavo.com,Just a moment...,403,7143,sofavault.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T21:07:25Z,2023-07-04T21:07:24Z,CN=*.cybavo.com,*.cybavo.com,,cybavo.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,27aac5a326ae307dfcee7a1379c4437b,f95b0fff747c8dca5f18fc83d7f347b8bde10529a2d15534596be1a6a68f2b18,True,ctls,sofavault.cybavo.com,cloudflare,443,https://sofavault.cybavo.com:443,https,cloudflare,text/html,GET,104.26.4.71,/,-1822667762,2606:4700:20::ac43:4555,Cloudflare,87,False,True,,,,
sofavault.sandbox.cybavo.com,CYBAVO VAULT,200,625,sofavault.sandbox.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=sofavault.sandbox.cybavo.com,sofavault.sandbox.cybavo.com,,sofavault.sandbox.cybavo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,12497c075e163d200dd02f9b468b781c,d54118c45d2c2d9e0a30d2553ccec3c8d3ae3f7e97406297512795d478ac6964,,ctls,sofavault.sandbox.cybavo.com,,443,https://sofavault.sandbox.cybavo.com:443,https,cybavo,text/html,GET,54.92.43.38,/,1689487197,18.178.193.97,HSTS,1,False,,,,,
status.circle.com,Circle Status,200,861386,status.circle.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T02:52:09Z,2023-07-16T02:52:08Z,CN=adtrust.wellsky.com,adtrust.wellsky.com,,www.tweakwisestatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4628e558ef6390e15dbf7a488fe485a9,f1a6290016b1c89f80fedfc22fe3926fd1ca50383d0f4a98eaa64ad3971f765c,,ctls,status.circle.com,,443,https://status.circle.com:443,https,,text/html,GET,52.215.192.131,/,-1840324437,52.215.192.131,HSTS,8113,False,,,,,
stg-marketing-fb.circle.com,,403,16,stg-marketing-fb.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,stg-marketing-fb.circle.com,cloudflare,443,https://stg-marketing-fb.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
stg-pay.circle.com,,403,16,stg-pay.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,stg-pay.circle.com,cloudflare,443,https://stg-pay.circle.com:443,https,cloudflare,text/plain,GET,104.18.17.80,/,1268003052,104.18.16.80,Cloudflare,1,False,True,,,,
