input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url,tls_expired
lyncdiscover.cybavo.com,,200,358,lyncdiscover.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.cybavo.com,,443,https://lyncdiscover.cybavo.com:443,https,,application/json,GET,52.112.196.45,/,-1072778535,2603:1027:0:48::21,Azure,1,False,,True,,,
mail.cybavo.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,,80,http://mail.cybavo.com:80,http,ghs,text/html,GET,172.217.16.147,/,302920777,2a00:1450:4001:80b::2013,,12,False,,,,,
media.circle.com,"imgix - Image Processing On-Demand, Served By CDN",200,3783,media.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,media.circle.com,cloudflare,443,https://media.circle.com:443,https,cloudflare,text/html,GET,104.18.16.80,/,285775083,104.18.17.80,Cloudflare,53,False,True,,,,
mp.circle.com,Lockout,403,913740,mp.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,mp.circle.com,cloudflare,443,https://mp.circle.com:443,https,cloudflare,text/html,GET,104.18.17.80,/,-312641970,104.18.16.80,Cloudflare,66,False,True,,,,
mvault.sandbox.cybavo.com,CYBAVO WALLET MANAGEMENT system,200,644,mvault.sandbox.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-13T00:00:00Z,2024-07-12T23:59:59Z,CN=mvault.sandbox.cybavo.com,mvault.sandbox.cybavo.com,,mvault.sandbox.cybavo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3fe2ac510937491b40daa62e3eec4ee7,17d844388bbf723e4f6b148a17f1024e5f45f0f2067b6103d5712ac8fc09ef4f,,ctls,mvault.sandbox.cybavo.com,,443,https://mvault.sandbox.cybavo.com:443,https,cybavo,text/html,GET,54.199.3.223,/,1689487197,52.192.70.27,HSTS,1,False,,,www.gstatic.com,,
mvaultst.sandbox.cybavo.com,CYBAVO WALLET MANAGEMENT system,200,644,mvaultst.sandbox.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T15:48:25Z,2023-08-29T16:38:17Z,CN=mvaultst.sandbox.cybavo.com,mvaultst.sandbox.cybavo.com,,mvaultst.sandbox.cybavo.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,65ff801b0bfacb93f4dc03316f76b0fa,3e1029485e5e16c2167a2a1005096d23e7bec2fe5a7b9ec50ba938fbbbe9325d,,ctls,mvaultst.sandbox.cybavo.com,google,443,https://mvaultst.sandbox.cybavo.com:443,https,cybavo,text/html,GET,34.160.201.209,/,1689487197,34.160.201.209,HTTP/3,1,False,True,,*.gstatic.com,,
my.circle.com,,403,16,my.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,my.circle.com,cloudflare,443,https://my.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
ns1.circle.com,,403,16,ns1.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,ns1.circle.com,cloudflare,443,https://ns1.circle.com:443,https,cloudflare,text/plain,GET,162.159.0.17,/,,2400:cb00:2049:1::a29f:11,Cloudflare,1,False,True,,,,
otcbtc.cybavo.com,,404,324,,,,,,,,,,,,,,,,,,,,,80,http://otcbtc.cybavo.com:80,http,,application/json,GET,13.250.190.77,/,-1523857571,13.250.190.77,Node.js,1,False,,,,,
pay.circle.com,Circle,200,17368,pay.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-10-24T23:59:59Z,"CN=circle.com, O=Circle Internet Financial LLC, L=Boston, ST=Massachusetts, C=US, serialNumber=5381921, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",circle.com,Circle Internet Financial LLC,usdc.circle.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,8ce4f616f7ed487cc587d2310e6a6759,20e1ee31a712963709d5f5209587661a2e3ceb3e6a1c3d289a127a6f8f0db0f1,,ctls,pay.circle.com,cloudflare,443,https://pay.circle.com:443,https,cloudflare,text/html,GET,104.16.30.32,/,72932130,104.16.31.32,Pure CSS,389,False,True,,connect.facebook.net,,
pi.circle.com,,403,16,pi.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,pi.circle.com,cloudflare,443,https://pi.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
poloniexus.circle.com,Poloniex US — Withdraw,200,79981,poloniexus.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-04T00:00:00Z,2023-09-04T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.poloniexus.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0a7b827f75fcb8bf90c1dc21acfcc749,b91afbe715ebd8bf655162ff7e64cbbe2882ee15c7d2287127c99e255e9d73a6,True,ctls,poloniexus.com,cloudflare,443,https://poloniexus.circle.com:443,https,cloudflare,text/html,GET,104.18.16.80,/,-1075831399,104.18.17.80,HSTS,682,False,True,,,https://poloniexus.com,
preprod-poloniexus.circle.com,,526,,preprod-poloniexus.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,preprod-poloniexus.circle.com,cloudflare,443,https://preprod-poloniexus.circle.com:443,https,cloudflare,,GET,104.18.16.80,/,-1840324437,104.18.17.80,Cloudflare,1,False,True,,,,
preprod-us-frontend.circle.com,Lockout,530,892401,preprod-us-frontend.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,preprod-us-frontend.circle.com,cloudflare,443,https://preprod-us-frontend.circle.com:443,https,cloudflare,text/html,GET,104.18.17.80,/,632455771,104.18.16.80,Cloudflare,75,False,True,,,,
prod.airflow.circle.com,Signin,400,2813,prod-mwaa-circle.auth.us-east-1.amazoncognito.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-03-27T23:59:59Z,CN=*.auth.us-east-1.amazoncognito.com,*.auth.us-east-1.amazoncognito.com,,auth.us-east-1.amazoncognito.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6b09d930df1173b30862078215a8b7af,237844aeb4db1b33c88485478644a3ea1c850c9754c8dc04f9541e252075a54f,True,ctls,prod-mwaa-circle.auth.us-east-1.amazoncognito.com,,443,https://prod.airflow.circle.com:443,https,Server,text/html,GET,52.71.107.234,/,1101154029,52.3.57.153,HSTS,85,False,,,,https://prod-mwaa-circle.auth.us-east-1.amazoncognito.com/error?error=invalid_request&client_id=7jc4ppitffabd7el891tdqmmnt,
pypi.circle.com,ERROR: The request could not be satisfied,403,919,pypi.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-04-20T23:59:59Z,CN=pypi.circle.com,pypi.circle.com,,pypi.circle.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,14c2ed720e37edb4f7ac9b0ed8482914,8b60199729ebd2b2f83aa92d20f5e1783ddf5213ad6b8a33d3aa10d6293a510c,,ctls,pypi.circle.com,cloudfront,443,https://pypi.circle.com:443,https,CloudFront,text/html,GET,18.66.122.90,/,1535985185,18.66.122.23,Amazon Web Services,20,False,True,,,,
risk-kyc-swagger.circle.com,Sign in to GitHub · GitHub,200,33767,github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-14T23:59:59Z,"CN=github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",github.com,"GitHub, Inc.",www.github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,d7f89274a26995baaf99c5aac4ebe7d2,92a37fbd5e21a53a95c716e1144f442f582b94d0fafc673eb6717a4eb51a88a7,,ctls,github.com,,443,https://risk-kyc-swagger.circle.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,-1824947866,2606:50c0:8002::153,HSTS,434,False,,,camo.githubusercontent.com,https://github.com/login?return_to=%2Fpages%2Fauth%3Fnonce%3Dcf8b8736-f6df-4f76-9aa8-b42d8e71a71d%26page_id%3D33307180%26path%3DLw,
sample-sandbox.circle.com,payments-sample-app - payments-sample-app,200,2807,sample-sandbox.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,sample-sandbox.circle.com,cloudflare,443,https://sample-sandbox.circle.com:443,https,cloudflare,text/html,GET,104.18.16.80,/,102855332,104.18.17.80,Vue.js,10,False,True,,,,
sample-staging.circle.com,,403,16,sample-staging.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,sample-staging.circle.com,cloudflare,443,https://sample-staging.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
sample.circle.com,,403,16,sample.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,sample.circle.com,cloudflare,443,https://sample.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
scim.circle.com,1Password SCIM bridge,200,559,scim.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-23T21:25:28Z,2023-09-21T21:25:27Z,CN=scim.circle.com,scim.circle.com,,scim.circle.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7c94e3aa0fdd9cfb7c78f15e79619eaf,b70284136c2e1053c0a4348c2dac2c9e5caeb36d07ee9d47df98afb76ef1e073,,ctls,scim.circle.com,google,443,https://scim.circle.com:443,https,,text/html,GET,34.28.66.201,/,104012657,34.28.66.201,,1,False,True,,https://w3.org,https://scim.circle.com/app/,
shop.circle.com,The Circle Shop — your one stop shop for Circle merch,200,149142,shop.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T13:45:24Z,2023-08-18T13:45:23Z,CN=shop.circle.com,shop.circle.com,,shop.circle.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,51ee7c903e2aad4795faf0444e85f585,9467f07b19d77da59ce6e765229c4cd72aa9de8c5e6bdf6811a3e98280b48bef,,ctls,shop.circle.com,,443,https://shop.circle.com:443,https,cloudflare,text/html,GET,23.227.38.65,/,-1840324437,23.227.38.65,Shopify,2083,False,,,,,
sip.cybavo.com,,404,76,sip.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.cybavo.com,,443,https://sip.cybavo.com:443,https,RTC/7.0,text/plain,GET,52.112.192.139,/,1793156573,2603:1027:0:3::b,HSTS,4,False,,True,,,
slowmist.cybavo.com,CYBAVO VAULT,200,625,slowmist.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,2022-07-11T02:04:34Z,2022-10-09T02:04:33Z,CN=slowmist.cybavo.com,slowmist.cybavo.com,,slowmist.cybavo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b5f0aeffc39c595ca83ee1c50ef18c87,39705134bf3411dd88403f4fa717fc18e7434b6f7807dce4c7bbd0e29fb05db5,,ctls,slowmist.cybavo.com,,443,https://slowmist.cybavo.com:443,https,cybavo,text/html,GET,18.176.192.156,/,1689487197,18.176.192.156,HSTS,1,False,,,,,True
snaxis.circle.com,,403,16,snaxis.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,snaxis.circle.com,cloudflare,443,https://snaxis.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
sofa-jupiter.cybavo.com,CYBAVO VAULT,200,625,sofa-jupiter.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-23T00:00:00Z,2024-05-21T23:59:59Z,CN=sofa-jupiter.cybavo.com,sofa-jupiter.cybavo.com,,sofa-jupiter.cybavo.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3022d6004cb96f08ecc1fdd9d513dac1,9be830b0a7457e071bfe2166fb40822149349f4b5fdc44deeb3f29903c576f97,,ctls,sofa-jupiter.cybavo.com,,443,https://sofa-jupiter.cybavo.com:443,https,cybavo,text/html,GET,54.95.127.32,/,1689487197,54.95.213.84,HSTS,1,False,,,,,
sofa.cybavo.com,Just a moment...,403,7176,sofa.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T01:41:33Z,2023-09-02T01:41:32Z,CN=cybavo.com,cybavo.com,,cybavo.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,600d0773b20b2b5f536175b3f525cc93,e27c4c1d38225ae2d17735048f319bc0f329b489e77814ef0496b279777c23a7,True,ctls,sofa.cybavo.com,cloudflare,443,https://sofa.cybavo.com:443,https,cloudflare,text/html,GET,104.26.4.71,/,2002931902,2606:4700:20::ac43:4555,Cloudflare,88,False,True,,,,
sofa.sandbox.cybavo.com,Just a moment...,403,7239,sofa.sandbox.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=cybavo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cybavo.com,"Cloudflare, Inc.",cybavo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b304aed08167da9eb63d139b5546e1d3,55a66dd9ba8687fb09a9df8eea5db53b8f290e6405930915f8f4f9addaa479a5,True,ctls,sofa.sandbox.cybavo.com,cloudflare,443,https://sofa.sandbox.cybavo.com:443,https,cloudflare,text/html,GET,172.67.69.85,/,-22494073,2606:4700:20::681a:447,Cloudflare,88,False,True,,,,
sofatest.sandbox.cybavo.com,CYBAVO VAULT,200,625,sofatest.sandbox.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=sofatest.sandbox.cybavo.com,sofatest.sandbox.cybavo.com,,sofatest.sandbox.cybavo.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,fc6cecc7188c63927c366b1e94c446c4,bcebcd6272dea8e84fc773c6c576d848cc564b99fea9d35693dcd421bfcd3623,,ctls,sofatest.sandbox.cybavo.com,,443,https://sofatest.sandbox.cybavo.com:443,https,cybavo,text/html,GET,54.168.28.115,/,1689487197,54.199.3.223,HSTS,1,False,,,,,
sofatestmpc.sandbox.cybavo.com,Just a moment...,403,7275,sofatestmpc.sandbox.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=cybavo.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",cybavo.com,"Cloudflare, Inc.",cybavo.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b304aed08167da9eb63d139b5546e1d3,55a66dd9ba8687fb09a9df8eea5db53b8f290e6405930915f8f4f9addaa479a5,True,ctls,sofatestmpc.sandbox.cybavo.com,cloudflare,443,https://sofatestmpc.sandbox.cybavo.com:443,https,cloudflare,text/html,GET,104.26.4.71,/,-1831079832,2606:4700:20::681a:547,Cloudflare,88,False,True,,,,
sofavault.cybavo.com,Just a moment...,403,7210,sofavault.cybavo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T01:41:33Z,2023-09-02T01:41:32Z,CN=cybavo.com,cybavo.com,,cybavo.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,600d0773b20b2b5f536175b3f525cc93,e27c4c1d38225ae2d17735048f319bc0f329b489e77814ef0496b279777c23a7,True,ctls,sofavault.cybavo.com,cloudflare,443,https://sofavault.cybavo.com:443,https,cloudflare,text/html,GET,172.67.69.85,/,-318634118,2606:4700:20::ac43:4555,Cloudflare,88,False,True,,,,
sofavault.sandbox.cybavo.com,CYBAVO VAULT,200,625,sofavault.sandbox.cybavo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=sofavault.sandbox.cybavo.com,sofavault.sandbox.cybavo.com,,sofavault.sandbox.cybavo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,12497c075e163d200dd02f9b468b781c,d54118c45d2c2d9e0a30d2553ccec3c8d3ae3f7e97406297512795d478ac6964,,ctls,sofavault.sandbox.cybavo.com,,443,https://sofavault.sandbox.cybavo.com:443,https,cybavo,text/html,GET,52.192.70.27,/,1689487197,54.168.28.115,HSTS,1,False,,,,,
status.circle.com,Circle Status,200,1020842,status.circle.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-17T02:52:09Z,2023-07-16T02:52:08Z,CN=adtrust.wellsky.com,adtrust.wellsky.com,,www.tweakwisestatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4628e558ef6390e15dbf7a488fe485a9,f1a6290016b1c89f80fedfc22fe3926fd1ca50383d0f4a98eaa64ad3971f765c,,ctls,status.circle.com,,443,https://status.circle.com:443,https,,text/html,GET,52.215.192.131,/,-1840324437,52.215.192.131,HSTS,9303,False,,,,,
stg-cb.circle.com,ERROR: The request could not be satisfied,403,919,stg-cb.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-13T23:59:59Z,CN=stg-cb.circle.com,stg-cb.circle.com,,stg-cb.circle.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8e1293a75b5aefbe3e83ebbf617aafe1,2580d75f9e2937e47efc28f979ae5d9128edb4c936ac0121c586d5d06eb68f13,,ctls,stg-cb.circle.com,cloudfront,443,https://stg-cb.circle.com:443,https,CloudFront,text/html,GET,18.66.122.38,/,371003796,18.66.122.21,Amazon Web Services,20,False,True,,,,
stg-pay.circle.com,,403,16,stg-pay.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,stg-pay.circle.com,cloudflare,443,https://stg-pay.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
stg-x-api.circle.com,,403,16,stg-x-api.circle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4aeb69ad7e5d3ef56cfc2a12ab55e461,de65bc93cc904e352a78ba3ed3fb2421992f500b682afd0af74a88507dcc9840,True,ctls,stg-x-api.circle.com,cloudflare,443,https://stg-x-api.circle.com:443,https,cloudflare,text/plain,GET,104.18.16.80,/,1268003052,104.18.17.80,Cloudflare,1,False,True,,,,
