input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,content_type,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,final_url,location,tls_self_signed,tls_expired
login.msd.com,"Merck & Co., Inc. BASIC Login",404,10066,login.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-18T23:59:59Z,CN=login.msd.com,login.msd.com,login.msd.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,426861543c50dfed523c8f09077f52f3,62f7b997c0c0740f162f16f66b900bc248b6c02343c4acd3710b0ee1ea128310,ctls,login.msd.com,cloudfront,443,https://login.msd.com:443,https,,GET,18.66.147.43,/,-1430689659,18.66.147.103,Java,321,False,True,https://cdn.cookielaw.org/scripttemplates/6.2.0/otBannerSdk.js,text/html,,,,,,,
lyncdiscover.msd.com,,200,350,lyncdiscover.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.msd.com,,443,https://lyncdiscover.msd.com:443,https,,GET,52.112.196.45,/,275140721,2603:1027:0:48::21,Azure,1,False,,,application/json,Microsoft Corporation,True,True,,,,
mail-ap.merck.com,THIS IS A RESTRICTED GATEWAY.  ANYONE GAINING UNAUTHORIZED ACCESS WILL BE SUBJECT TO PROSECUTION.,200,4860,mail-ap.merck.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-09-12T00:00:00Z,2023-09-12T23:59:59Z,"CN=webmail-ctc.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",webmail-ctc.merck.com,webmailext.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,791305848b1e68783f32704b39cbac00,7e94bd4ac952c1e474fa313c34e2f597daa88c4fc321e80e94bc42679caee4e6,ctls,mail-ap.merck.com,,443,https://mail-ap.merck.com:443,https,,GET,155.91.136.179,/,1247786393,155.91.136.179,HSTS,256,False,,,text/html,Merck Sharp & Dohme LLC,,True,https://mail-ap.merck.com/dana-na/auth/url_default/welcome.cgi,,,
meet.merck.com,usctcg7-ras.merck.com (connect2.merck.com),400,3139,meet.merck.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=connect.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",connect.merck.com,www.connect.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c2870b6a0ca7a272b872c37322d64557,f1a36570a9200b6541c293a37ec3f193a274845f8685cf11ab30d4b095a30cd6,ctls,meet.merck.com,,443,https://meet.merck.com:443,https,,GET,155.91.34.141,/,824731305,155.91.34.141,HSTS,101,False,,,text/html,Merck Sharp & Dohme LLC,,True,,,,
merck.com,Merck | Home,200,118056,www.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-27T03:57:18Z,2023-09-25T03:57:17Z,CN=merck.com,merck.com,www.merck.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9dc189003b7518e7585ad66b0474a3ed,1484f6bfe8b93a5002f6e16f727b19cedb8b9d9fbd6b02676abf5640de177307,ctls,www.merck.com,,443,https://merck.com:443,https,nginx,GET,192.0.66.224,/,1274734426,192.0.66.224,Yoast SEO:18.2,1391,False,,https:,text/html,,,,https://www.merck.com/,,,
mivsp-dev.merck.com,,403,129,mivsp-dev.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-02T00:00:00Z,2024-01-02T23:59:59Z,"CN=mivsp-dev.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",mivsp-dev.merck.com,www.mivsp-dev.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d1ef0f1155d1ee752ab2cbdde9604510,c5eff528a390cd147f8e81183a5e488729d32a84cb9a74bfbb8715a65373afb6,ctls,mivsp-dev.merck.com,,443,https://mivsp-dev.merck.com:443,https,server,GET,155.91.38.50,/,1983356674,155.91.38.50,HSTS,7,False,,,text/html,Merck Sharp & Dohme LLC,,,https://mivsp-dev.merck.com/mifs/user/index.html,,,
mma-admin.merck.com,Sign On,200,6443,pingfed.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=pingfed.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",pingfed.merck.com,www.pingfed.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ac402a968211649093b8e52da657ff94,642d75a967c92be4a5e4c2283872baed25ccd4f9cee8b63a531e9bcbfdd87b5b,ctls,pingfed.msd.com,cloudfront,443,https://mma-admin.merck.com:443,https,,GET,143.204.215.38,/,-127381871,143.204.215.121,,195,False,True,https://*.ariba.com,text/html,Merck Sharp & Dohme LLC,,,https://pingfed.msd.com/as/authorization.oauth2?client_id=AWSMrkCdnEdge&redirect_uri=https%3A%2F%2Fmrk-cdn-edge.auth.us-east-1.amazoncognito.com%2Foauth2%2Fidpresponse&scope=email+openid+profile&response_type=code&state=H4sIAAAAAAAAAD1SXZOiMBD8L3leXBGC4BugCKy6uhwRuLqyAknkM3EB3dWt---Xvbq6p-manp6eqp4vgMECXAeF4mFU1BPUrq0KW2iDJ5BLpusb5VLxM6NEufSCyHYh23QsmxscNauuznjWvus8N6uiqyVNJF2O42VYPD93HVYw6So-6WhfNJNCdM9DdeYVl4NUDhaCUAmZhK_B0pXwDBY_gbhQXn170Q5XrazSmlUtBb-eQPltfw-v-QzWWRQYgRs-tkcv20Qw2SZoiRHZbHn6iJEV_ohH4612xphnI63L-M2zQtTG1ca15bXokxzRg6xRk2jojv_uCm4Bn0rDSrqo6u6hB3gzd3e7a1zud4RZTu6ppwB5Hl1Bt9VLLTkMtp9KRS0V0QwaEjYSWk25tB0SYKcUZPt-E0Nw02NfZapANjcO7j48RD4y_Ej93GV7rU0c73gONoPzscy2vXgR_umdKKnWm3Ojz8N2Nc3J3rb6lPdZc7LRcRBpvV75H_e3IMnYJlC7dM3NXV-jorZmn7OVyCNc-WnaX1fR2vG89HW4x1Yz9onvO25GXrSlPX2Eury4_Rd1QbhCyZlO8HUsJ__fYoI7_BC8EDK6UXzHKDUdWKiGac21uaobMiKwYLgd6BPo5bL5nBmMMKhYVIWKbmpQMU1GFAapBSGb4ukMg99_ACr19cB-AgAA.H4sIAAAAAAAAAJt2cgqTjrL8ln2GxbvauBq6fmj3e4WbLzo3fbnCCv2Ep5EA1zJfbCAAAAA.4,,,
mobilerd-test.merck.com,,400,3065,mobilerd-test.merck.com,443,True,tls12,TLS_RSA_WITH_AES_128_CBC_SHA,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=connect-test.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",connect-test.merck.com,www.connect-test.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cfada8f624e0efebda9eb4db4d537f9d,4fa62accb7cbaaa87cbb242fff495b93b1539ccf6bbe3e7d0044e82efd8e0459,ctls,mobilerd-test.merck.com,,443,https://mobilerd-test.merck.com:443,https,,GET,155.91.27.75,/,-1759141584,155.91.27.75,HSTS,101,False,,,text/html,Merck Sharp & Dohme LLC,,True,,,,
mobilerd.merck.com,usctcg7-ras.merck.com (connect2.merck.com),400,3139,mobilerd.merck.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=connect.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",connect.merck.com,www.connect.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c2870b6a0ca7a272b872c37322d64557,f1a36570a9200b6541c293a37ec3f193a274845f8685cf11ab30d4b095a30cd6,ctls,mobilerd.merck.com,,443,https://mobilerd.merck.com:443,https,,GET,155.91.59.132,/,824731305,155.91.59.132,HSTS,101,False,,,text/html,Merck Sharp & Dohme LLC,,True,,,,
mrlgtt-beta.merck.com,,200,2519,mrlgtt-beta.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-10T04:13:20Z,2024-06-04T04:13:20Z,"CN=bst-ceceb614-470f-4b17-9309-12ec4e592a27.bastion.azure.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",bst-ceceb614-470f-4b17-9309-12ec4e592a27.bastion.azure.com,bst-ceceb614-470f-4b17-9309-12ec4e592a27-1.bastion.azure.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,9d6714a98c4097cce557b39e48e617d5,0ee2c519492ec3d020ebfb7829b97d7e5424faa5fa626d5abd2b41236939b0e5,ctls,mrlgtt-beta.merck.com,azure,443,https://mrlgtt-beta.merck.com:443,https,,GET,52.142.38.40,/,-230353730,52.142.38.40,Java,57,False,True,,text/html,Microsoft Corporation,,True,,,,
mrlpp.merck.com,Web App - Unavailable,403,1892,mrlpp.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-14T00:00:00Z,2023-11-14T23:59:59Z,"CN=mrlpipeline.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",mrlpipeline.merck.com,mrlpp.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,af75bd27adaeed38ce7d7d2b2c081ca0,7966f09f92f9ae2e6fdcb2a73849fa0b67c961dc94a7e3ad0d1b2616a531fce8,ctls,mrlpp.merck.com,,443,https://mrlpp.merck.com:443,https,,GET,20.119.8.6,/,-237335256,20.119.8.6,,74,False,,,text/html,Merck Sharp & Dohme LLC,,,,,,
msd-eas-webcast.msd.com,Webcasts,200,4217,,,,,,,,,,,,,,,,,,,443,https://msd-eas-webcast.msd.com:443,https,Apache,GET,99.83.236.178,/,741264565,75.2.16.51,HSTS,90,False,,*.on24.com,text/html,,,,http://event.on24.com/r.htm?e=960310&s=1&k=F8512A917CCF6ECF69EEFDD5C765D98F,,,
msd.com,MSD | Home,200,133412,www.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T01:44:39Z,2023-09-04T01:44:38Z,CN=msd.com,msd.com,www.msd.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ea16c23d8014b989ed1c893f70f3d52,b59cf1fce9110df7b0ad6d0059c3bdc99f826af7ece0fd7c5d78bd8c86007c6f,ctls,www.msd.com,,443,https://msd.com:443,https,nginx,GET,192.0.66.136,/,1274734426,192.0.66.136,Yoast SEO:18.2,1494,False,,*.force.com,text/html,,,,https://www.msd.com/,,,
msd360.merck.com,MSD 360,200,12971,msd360.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-23T00:00:00Z,2023-11-23T23:59:59Z,"CN=msd360.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",msd360.merck.com,www.msd360.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a562766be44c7c11d0f5d7208f6c8dfe,71cf4cf15f9ec3f5cfcca6724fd243cf5ba24d4999bc124c68a1393654e967c3,ctls,msd360.merck.com,,443,https://msd360.merck.com:443,https,,GET,52.41.244.87,/,-185310084,52.41.244.87,HSTS,246,False,,zoom.us,text/html,Merck Sharp & Dohme LLC,,,,,,
msdcity.merck.com,Sign On,200,6446,pingfed.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=pingfed.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",pingfed.merck.com,www.pingfed.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ac402a968211649093b8e52da657ff94,642d75a967c92be4a5e4c2283872baed25ccd4f9cee8b63a531e9bcbfdd87b5b,ctls,pingfed.msd.com,,80,http://msdcity.merck.com:80,http,,GET,155.91.7.29,/,2052788527,155.91.7.29,,195,False,,https://merck-promomats-ghh.veevavault.com,text/html,Merck Sharp & Dohme LLC,,,https://pingfed.msd.com/idp/startSSO.ping?PartnerSpId=engage.vevent.com.saml20.sp&TargetResource=eid%3D7287%26seid%3D15,,,
msdcloudsignout.merck.com,Sign in to your account,200,41642,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,443,https://msdcloudsignout.merck.com:443,https,,GET,13.107.137.10,/,-1840324437,2620:1ec:8fb::10,HSTS,95,False,,,text/html,Microsoft Corporation,,,https://login.microsoftonline.com:443/common/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=8154D630568C7581F6CB8587CA1619E5122C145162EB2378%2D6A496334DA2D19E55C7F84A928599DFC65F43D89320D3DBC853A7E061C1FA322&redirect%5Furi=https%3A%2F%2Fmsdcloudsignout%2Emerck%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=b7e5c7a0%2D60e1%2D3000%2De563%2Dcbba65274952&popupui=1,,,
msdpobahasain.msd.com,,200,230796,suppliers.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T06:39:10Z,2023-08-18T06:39:09Z,CN=suppliers.msd.com,suppliers.msd.com,suppliers.msd.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79c1c8a6f623bf89b9f3f24db3d93ed8,f415ad7a192074f66c0e6f63edfb3e0b439c84b71aeaf72dfbfedcf63e5a0c8a,ctls,suppliers.msd.com,,443,https://msdpobahasain.msd.com:443,https,nginx,GET,75.2.16.51,/,1634239500,99.83.236.178,Nginx,8233,False,,,application/pdf,,,,https://suppliers.msd.com/wp-content/uploads/sites/219/2022/07/PO-sample_Indonesia_ID_translated-DAA7.4.2022.pdf,,,
msdpohebrew.msd.com,,200,329211,suppliers.msd.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T06:39:10Z,2023-08-18T06:39:09Z,CN=suppliers.msd.com,suppliers.msd.com,suppliers.msd.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79c1c8a6f623bf89b9f3f24db3d93ed8,f415ad7a192074f66c0e6f63edfb3e0b439c84b71aeaf72dfbfedcf63e5a0c8a,ctls,suppliers.msd.com,,443,https://msdpohebrew.msd.com:443,https,nginx,GET,99.83.236.178,/,1953113116,75.2.16.51,Nginx,1277,False,,,application/pdf,,,,https://suppliers.msd.com/wp-content/uploads/sites/219/2022/06/Streamline-Hebrew-PO_v4.pdf,,,
myaccount-ah.merck.com,,200,653,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-sap.cfapps.us10.hana.ondemand.com,*.ccp-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b416b8600ca38635865a535ec3b9c3cb,a58e1cfb65f5516124b08eefd4ae351d44e83e1d901ad8fe17a6deb9590f899f,ctls,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,,443,https://myaccount-ah.merck.com:443,https,,GET,99.83.236.178,/,-2020880308,75.2.16.51,HSTS,1,False,,,text/html,SAP SE,True,,https://myaccount.ccp-sap.cfapps.us10.hana.ondemand.com/cp.portal/site%23Shell-home,,,
myaccount-ah.msd.com,,200,653,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-sap.cfapps.us10.hana.ondemand.com,*.ccp-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b416b8600ca38635865a535ec3b9c3cb,a58e1cfb65f5516124b08eefd4ae351d44e83e1d901ad8fe17a6deb9590f899f,ctls,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,,443,https://myaccount-ah.msd.com:443,https,,GET,76.223.68.176,/,-132399980,13.248.198.0,HSTS,1,False,,,text/html,SAP SE,True,,https://myaccount.ccp-sap.cfapps.us10.hana.ondemand.com/cp.portal/site#Shell-home,,,
myaccount-hh-dev.msd.com,,200,660,merck-dev.ccp-test-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-test-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-test-sap.cfapps.us10.hana.ondemand.com,*.ccp-test-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f440c8ce6ff8210801fab8381de854ca,7a201eaeaebfa611028d354fca4a7843414f94f5b46988955020dc3d3cb8cb83,ctls,merck-dev.ccp-test-sap.cfapps.us10.hana.ondemand.com,,443,https://myaccount-hh-dev.msd.com:443,https,,GET,13.248.198.0,/,1200963967,76.223.68.176,HSTS,1,False,,,text/html,SAP SE,True,,https://merck-dev.ccp-test-sap.cfapps.us10.hana.ondemand.com/cp.portal/site#Shell-home,,,
myaccount-hh-qa.msd.com,,200,699,merck-qa.ccp-test-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-test-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-test-sap.cfapps.us10.hana.ondemand.com,*.ccp-test-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f440c8ce6ff8210801fab8381de854ca,7a201eaeaebfa611028d354fca4a7843414f94f5b46988955020dc3d3cb8cb83,ctls,merck-qa.ccp-test-sap.cfapps.us10.hana.ondemand.com,,443,https://myaccount-hh-qa.msd.com:443,https,,GET,13.248.198.0,/,-49377595,76.223.68.176,HSTS,1,False,,,text/html,SAP SE,True,,https://merck-qa.ccp-test-sap.cfapps.us10.hana.ondemand.com/cp.portal/site?sap-theme=MSD_Theme&sap_idp=hh#Shell-home,,,
myaccount-hh-sbx.msd.com,,200,701,merck-sbx.ccp-test-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-test-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-test-sap.cfapps.us10.hana.ondemand.com,*.ccp-test-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f440c8ce6ff8210801fab8381de854ca,7a201eaeaebfa611028d354fca4a7843414f94f5b46988955020dc3d3cb8cb83,ctls,merck-sbx.ccp-test-sap.cfapps.us10.hana.ondemand.com,,443,https://myaccount-hh-sbx.msd.com:443,https,,GET,13.248.198.0,/,1258167956,76.223.68.176,HSTS,1,False,,,text/html,SAP SE,True,,https://merck-sbx.ccp-test-sap.cfapps.us10.hana.ondemand.com/cp.portal/site?sap-theme=MSD_Theme&sap_idp=hh#Shell-home,,,
myaccount-hh.merck.com,,200,653,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-sap.cfapps.us10.hana.ondemand.com,*.ccp-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b416b8600ca38635865a535ec3b9c3cb,a58e1cfb65f5516124b08eefd4ae351d44e83e1d901ad8fe17a6deb9590f899f,ctls,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,,443,https://myaccount-hh.merck.com:443,https,,GET,99.83.236.178,/,-2020880308,75.2.16.51,HSTS,1,False,,,text/html,SAP SE,True,,https://myaccount.ccp-sap.cfapps.us10.hana.ondemand.com/cp.portal/site%23Shell-home,,,
myaccount-hh.msd.com,,200,696,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-sap.cfapps.us10.hana.ondemand.com,*.ccp-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b416b8600ca38635865a535ec3b9c3cb,a58e1cfb65f5516124b08eefd4ae351d44e83e1d901ad8fe17a6deb9590f899f,ctls,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,,443,https://myaccount-hh.msd.com:443,https,,GET,13.248.198.0,/,-537477968,76.223.68.176,HSTS,1,False,,,text/html,SAP SE,True,,https://myaccount.ccp-sap.cfapps.us10.hana.ondemand.com/cp.portal/site?sap-theme=MSD_Theme&sap_idp=hh#Shell-home,,,
mydashboards.merck.com,ERROR: The request could not be satisfied,403,919,mydashboards.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-20T00:00:00Z,2024-06-17T23:59:59Z,CN=mydashboards.merck.com,mydashboards.merck.com,mydashboards.msd.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4baf532c8f0f7d751ebaa48c95175ace,aaefc485cae3f35bd422a7438d7724b242d5be4d81dbc1eea2c44355812bd225,ctls,mydashboards.merck.com,cloudfront,443,https://mydashboards.merck.com:443,https,CloudFront,GET,65.9.66.57,/,-463992022,65.9.66.97,Amazon Web Services,20,False,True,,text/html,,,,,,,
mydrive.merck.com,Sign in to your account,200,41329,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,443,https://mydrive.merck.com:443,https,,GET,13.107.137.10,/,-1840324437,2620:1ec:8fb::10,HSTS,95,False,,,text/html,Microsoft Corporation,,,https://login.microsoftonline.com:443/a00de4ec-48a8-43a6-be74-e31274e2060d/oauth2/authorize?client%5Fid=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&response%5Fmode=form%5Fpost&response%5Ftype=code%20id%5Ftoken&resource=00000003%2D0000%2D0ff1%2Dce00%2D000000000000&scope=openid&nonce=76CD33010B1CDE0C046B2BEE79E17F9654044713209EE680%2D2D06B61238178E8166C93465E4875401FCE85A6CC75C5515AFE2E20E3C9E8CD3&redirect%5Furi=https%3A%2F%2Fmydrive%2Emerck%2Ecom%2F%5Fforms%2Fdefault%2Easpx&state=OD0w&claims=%7B%22id%5Ftoken%22%3A%7B%22xms%5Fcc%22%3A%7B%22values%22%3A%5B%22CP1%22%5D%7D%7D%7D&wsucxt=1&cobrandid=11bd8083%2D87e0%2D41b5%2Dbb78%2D0bc43c8a8e8a&client%2Drequest%2Did=b8e5c7a0%2D5011%2D3000%2De563%2Dc17f46cb0bd6&popupui=1,,,
