input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,final_url,location
pro-staging.btcturk.com,,403,16,pro-staging.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,pro-staging.btcturk.com,cloudflare,443,https://pro-staging.btcturk.com:443,https,cloudflare,text/plain,GET,104.17.97.53,/,1253481126,2606:4700::6810:d60d,Cloudflare,1,False,True,,,,
pro.btcturk.com,BtcTurk | PRO - Profesyonelce Bitcoin ve kriptopara al-sat,200,3748,pro.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,pro.btcturk.com,cloudflare,443,https://pro.btcturk.com:443,https,cloudflare,text/html,GET,104.17.97.53,/,-1882731189,2606:4700::6810:d60d,hCaptcha,39,False,True,https://*.zopim.com,,,
pro2.btcturk.com,Origin DNS error | pro2.btcturk.com | Cloudflare,530,6201,pro2.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,pro2.btcturk.com,cloudflare,443,https://pro2.btcturk.com:443,https,cloudflare,text/html,GET,104.16.214.13,/,-1844593274,2606:4700::6811:6135,Cloudflare,93,False,True,,,,
public-api.btcturk.com,,403,16,public-api.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,public-api.btcturk.com,cloudflare,443,https://public-api.btcturk.com:443,https,cloudflare,text/plain,GET,104.16.214.13,/,1253481126,2606:4700::6811:6135,Cloudflare,1,False,True,,,,
sip.btcturk.com,,404,75,sip.btcturk.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-03-28T19:00:19Z,2024-03-22T19:00:19Z,"CN=sipfed.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",sipfed.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 05, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 05,Microsoft Corporation,6e32f8be92e2cf4aff781cff883f13f7,c7f7a0fb5d80892059f25bab5abeb7ffbef9ec512abd9475cf96c0bacc21d3c7,True,ctls,sip.btcturk.com,,443,https://sip.btcturk.com:443,https,RTC/7.0,text/plain,GET,52.112.196.46,/,1853657782,2603:1027::b,HSTS,4,False,,,True,,
sso-dev.btcturk.com,BtcTurk | PRO - Log In,200,17651,sso-dev.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,sso-dev.btcturk.com,cloudflare,443,https://sso-dev.btcturk.com:443,https,cloudflare,text/html,GET,104.16.214.13,/,1772087922,2606:4700::6810:d60d,hCaptcha,268,False,True,bid.g.doubleclick.net,,https://sso-dev.btcturk.com/login,
sso.btcturk.com,BtcTurk | PRO - Log In,200,17619,sso.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,sso.btcturk.com,cloudflare,443,https://sso.btcturk.com:443,https,cloudflare,text/html,GET,104.16.214.13,/,1772087922,2606:4700::6810:d60d,hCaptcha,268,False,True,*.btcturk.com,,https://sso.btcturk.com/login,
staging.btcturk.com,BtcTurk.com | Bitcoin Alım Satım Platformu,200,3407,staging.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,staging.btcturk.com,cloudflare,443,https://staging.btcturk.com:443,https,cloudflare,text/html,GET,104.17.97.53,/,-562866923,2606:4700::6811:6135,hCaptcha,34,False,True,https://js-agent.newrelic.com,,,
status.btcturk.com,BtcTurk Status,200,374823,status.btcturk.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T07:21:44Z,2023-07-30T07:21:43Z,CN=alerts.nmppenergy.org,alerts.nmppenergy.org,,www.primedstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,208f6a90a23b74e51ee8f9b529b21e3d,017e2a83412532df6ad7f4e1ddf62eeca7150f5a469ef63f9f9366351132da47,,ctls,status.btcturk.com,,443,https://status.btcturk.com:443,https,,text/html,GET,52.215.192.131,/,-1840324437,52.215.192.131,HSTS,9883,False,,,,,
test.btcturk.com,,301,,test.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,test.btcturk.com,cloudflare,443,https://test.btcturk.com:443,https,cloudflare,,GET,104.16.214.13,/,-1840324437,2606:4700::6811:6135,Cloudflare,1,False,True,,,https://test.btcturk.com/,https://test.btcturk.com/
uc.btcturk.com,Microsoft Azure Web App - Error 404,404,3888,uc.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,uc.btcturk.com,cloudflare,443,https://uc.btcturk.com:443,https,cloudflare,text/html,GET,104.16.214.13,/,387302845,2606:4700::6810:d60d,Cloudflare,87,False,True,,,,
west.btcturk.com,Web App - Unavailable,403,2342,west.btcturk.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,west.btcturk.com,azure,443,https://west.btcturk.com:443,https,,text/html,GET,52.174.35.5,/,-1111039167,52.174.35.5,,75,False,True,,,,
ws.btcturk.com,503 Service Temporarily Unavailable,503,1813,ws.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,ws.btcturk.com,cloudflare,443,https://ws.btcturk.com:443,https,cloudflare,text/html,GET,104.16.214.13,/,1131193170,2606:4700::6811:6135,Cloudflare,14,False,True,,,,
www.btcturk.com,BtcTurk.com | Bitcoin Alım Satım Platformu,200,3407,www.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,www.btcturk.com,cloudflare,443,https://www.btcturk.com:443,https,cloudflare,text/html,GET,104.16.214.13,/,-562866923,2606:4700::6810:d60d,hCaptcha,34,False,True,*.zohocdn.com,,,
zendesk1.btcturk.com,,301,,zendesk1.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,zendesk1.btcturk.com,cloudflare,443,https://zendesk1.btcturk.com:443,https,cloudflare,,GET,162.159.138.6,/,-1840324437,162.159.128.7,Cloudflare,1,False,True,,,https://zendesk1.btcturk.com/,https://zendesk1.btcturk.com/
zendesk2.btcturk.com,,301,,zendesk2.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,zendesk2.btcturk.com,cloudflare,443,https://zendesk2.btcturk.com:443,https,cloudflare,,GET,162.159.128.7,/,-1840324437,162.159.138.6,Cloudflare,1,False,True,,,https://zendesk2.btcturk.com/,https://zendesk2.btcturk.com/
zendesk3.btcturk.com,,301,,zendesk3.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-27T00:00:00Z,2023-06-27T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2918c832747691d9c8772855471088af,c0b667c848a305504149ae135204baf26c3caf5489187762080e564a517305a1,True,ctls,zendesk3.btcturk.com,cloudflare,443,https://zendesk3.btcturk.com:443,https,cloudflare,,GET,162.159.128.7,/,-1840324437,162.159.138.6,Cloudflare,1,False,True,,,https://zendesk3.btcturk.com/,https://zendesk3.btcturk.com/
