new,host,ttl,soa,status_code,a,aaaa,mx,ns,cname,caa,has_internal_ips,internal_ips,txt
,jumio.ext-api.exchange.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.24.158, 104.18.25.158","2606:4700::6812:189e, 2606:4700::6812:199e",,,,,,,
,jumio.ext-api.pilot.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,jumio.ext-api.simnext.bullish.com,1588,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,listing.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,"2606:4700::6812:189e, 2606:4700::6812:199e",,,,,,,
,localhost.mail.bullish.com,3600,"{'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,127.0.0.1,,,,,,True,127.0.0.1,
,marketing.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,medialand.onboarding.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'medialand.onboarding.bullish.com', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.medialand.onboarding.bullish.com', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'medialand.onboarding.bullish.com', 'ns': 'fake-for-negative-caching.adguard.com', 'mailbox': 'hostmaster.medialand.onboarding.bullish.com', 'serial': 100500, 'refresh': 1800, 'retry': 900, 'expire': 604800, 'minttl': 86400}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,mta.mail.bullish.com,3600,"{'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}, {'name': 'mail.bullish.com', 'ns': 'ns1.exacttarget.com', 'mailbox': 'hostmaster.exacttarget.com', 'serial': 2020092400, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 3600}",NOERROR,13.111.175.98,,,,,,,,
,o1.ptr4835.email.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,168.245.59.250,,,,,,,,
,o2.ptr7502.email.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,50.31.39.219,,,,,,,,
,o5.ptr2567.email.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,149.72.168.147,,,,,,,,
,onboarding.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,pages.mail.bullish.com,3600,"{'name': 'virt.s11.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680280339, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'virt.s11.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680280339, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'virt.s11.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680280339, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 300}, {'name': 'virt.s11.exacttarget.com', 'ns': 'dns1.p01.nsone.net', 'mailbox': 'hostmaster.nsone.net', 'serial': 1680280339, 'refresh': 7200, 'retry': 3600, 'expire': 1209600, 'minttl': 300}",NOERROR,13.111.70.10,,,,pages.virt.s11.exacttarget.com,,,,
,pilot.bullish.com,1035,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,priced.in.and.bullish.com,1307,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,registered.api.exchange.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,server.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,service.bullish.com,1599,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,sf-cdata.ext-api.bugbounty.bullish.com,1800,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,sf-cdata.ext-api.exchange.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.24.158, 104.18.25.158","2606:4700::6812:189e, 2606:4700::6812:199e",,,,,,,
,sf-cdata.ext-api.pilot.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,sf-cdata.ext-api.simnext.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,,,,
,sf-cerebro-cfg.ext-api.exchange.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.24.158, 104.18.25.158",,,,,,,,
,shop.bullish.com,300,"{'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'bullish.com', 'ns': 'kami.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2340117791, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"104.18.25.158, 104.18.24.158","2606:4700::6812:189e, 2606:4700::6812:199e",,,,,,,
