new,host,ttl,a,soa,status_code,aaaa,caa,mx,txt,ns,cname
,chain.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:c67, 2606:4700::6810:d67",,,,,
,chat.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:c67, 2606:4700::6810:d67",,,,,
,click.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,coin-price-price-ladder-api-sse-auth.crypto.com,300,"104.16.12.103, 104.16.13.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:c67, 2606:4700::6810:d67",,,,,
,coin-price-sse-auth.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:d67, 2606:4700::6810:c67",,,,,
,constellation-api.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,constellation.crypto.com,300,,"{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:c67, 2606:4700::6810:d67",,,,,
,content-hub-static.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,contenthub-static.crypto.com,300,"104.16.12.103, 104.16.13.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:d67, 2606:4700::6810:c67",,,,,
,council.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:c67, 2606:4700::6810:d67",,,,,
,counciltest.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:c67, 2606:4700::6810:d67",,,,,
,cql.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:c67, 2606:4700::6810:d67",,,,,
,crypto-coin-info-api.crypto.com,189,,"{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:d67, 2606:4700::6810:c67",,,,,
,crypto-nft-bridge-api.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,crypto-sentiment-api.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,cs.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:d67, 2606:4700::6810:c67",,,,,
,data-de.mona.co,300,"104.16.24.117, 104.16.25.117","{'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:1875, 2606:4700::6810:1975",,,,,
,data.crypto.com,300,"35.75.80.28, 18.177.17.132, 52.194.16.134","{'name': 'server.transfer.ap-northeast-1.amazonaws.com', 'ns': 'ns-1134.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'server.transfer.ap-northeast-1.amazonaws.com', 'ns': 'ns-1134.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'server.transfer.ap-northeast-1.amazonaws.com', 'ns': 'ns-1134.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'server.transfer.ap-northeast-1.amazonaws.com', 'ns': 'ns-1134.awsdns-13.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,"tprod-mds.dprd.crypto.com, s-7e724a3da0ef4e59b.server.transfer.ap-northeast-1.amazonaws.com"
,data.mona.co,300,,"{'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:1975, 2606:4700::6810:1875",,,,,
,de.mona.co,1800,,"{'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,debug.crypto.com,1693,,"{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,defi-api.crypto.com,300,"104.16.12.103, 104.16.13.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,deriv-api.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,deriv-mm-internal-ui-api.crypto.com,229,"104.16.12.103, 104.16.13.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,,,
,dev.mona.co,288,"104.16.25.117, 104.16.24.117","{'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:1875, 2606:4700::6810:1975",,,,,
,doc.crypto.com,300,"104.16.13.103, 104.16.12.103","{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:c67, 2606:4700::6810:d67",,,,,
,download.crypto.com,300,,"{'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'crypto.com', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2347101554, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:c67, 2606:4700::6810:d67",,,,,
,download.mona.co,300,,"{'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'mona.co', 'ns': 'chad.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2346899931, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,"2606:4700::6810:1975, 2606:4700::6810:1875",,,,,
